"","PSID","Gene","Module"
"COL13A1","COL13A1","COL13A1","grey"
"CCDC87","CCDC87","CCDC87","grey"
"TCF24","TCF24","TCF24","grey"
"FOXL2","FOXL2","FOXL2","grey"
"GIPC2","GIPC2","GIPC2","grey"
"EPHA2","EPHA2","EPHA2","grey"
"NAT8","NAT8","NAT8","grey"
"ADGRF4","ADGRF4","ADGRF4","grey"
"MS4A7","MS4A7","MS4A7","yellow"
"ARHGAP25","ARHGAP25","ARHGAP25","red"
"DPM1","DPM1","DPM1","grey"
"PCDHA1","PCDHA1","PCDHA1","grey"
"VIM","VIM","VIM","yellow"
"MCTP2","MCTP2","MCTP2","grey"
"IGDCC3","IGDCC3","IGDCC3","grey"
"HIC1","HIC1","HIC1","grey"
"GPRIN2","GPRIN2","GPRIN2","grey"
"RINL","RINL","RINL","grey"
"IFI35","IFI35","IFI35","grey"
"MAMDC4","MAMDC4","MAMDC4","grey"
"TMEM45A","TMEM45A","TMEM45A","grey"
"DMRTA2","DMRTA2","DMRTA2","grey"
"CNOT7","CNOT7","CNOT7","grey"
"ALDH1A3","ALDH1A3","ALDH1A3","grey"
"FAM183A","FAM183A","FAM183A","grey"
"SYNC","SYNC","SYNC","grey"
"ASB2","ASB2","ASB2","lightcyan"
"AGT","AGT","AGT","grey"
"BDH2","BDH2","BDH2","grey"
"ST8SIA2","ST8SIA2","ST8SIA2","grey"
"RARRES1","RARRES1","RARRES1","grey"
"CTF1","CTF1","CTF1","grey"
"CRISPLD1","CRISPLD1","CRISPLD1","grey"
"CCDC188","CCDC188","CCDC188","grey"
"B3GNT7","B3GNT7","B3GNT7","grey"
"PPARG","PPARG","PPARG","grey"
"FANCI","FANCI","FANCI","grey"
"TMEM171","TMEM171","TMEM171","grey"
"NRAP","NRAP","NRAP","grey"
"GJB1","GJB1","GJB1","magenta"
"TPX2","TPX2","TPX2","grey"
"LIX1L","LIX1L","LIX1L","grey"
"LEF1","LEF1","LEF1","grey"
"KLHL35","KLHL35","KLHL35","grey"
"LOXL2","LOXL2","LOXL2","grey"
"FAM19A4","FAM19A4","FAM19A4","grey"
"JMJD7-PLA2G4B","JMJD7-PLA2G4B","JMJD7-PLA2G4B","grey"
"PLA2G4B","PLA2G4B","PLA2G4B","grey"
"CDH19","CDH19","CDH19","magenta"
"YAE1","YAE1","YAE1","grey"
"SOX11","SOX11","SOX11","turquoise"
"HHIPL2","HHIPL2","HHIPL2","grey"
"TFB1M","TFB1M","TFB1M","grey"
"TCEA3","TCEA3","TCEA3","grey"
"ZBTB32","ZBTB32","ZBTB32","grey"
"PROKR2","PROKR2","PROKR2","grey"
"MALRD1","MALRD1","MALRD1","grey"
"LRRIQ3","LRRIQ3","LRRIQ3","grey"
"MYADML2","MYADML2","MYADML2","grey"
"NINJ2","NINJ2","NINJ2","magenta"
"ZNF593","ZNF593","ZNF593","grey"
"LRRC29","LRRC29","LRRC29","grey"
"HSPB6","HSPB6","HSPB6","grey"
"MECOM","MECOM","MECOM","grey"
"EFNA5","EFNA5","EFNA5","green"
"AGTR1","AGTR1","AGTR1","grey"
"BATF2","BATF2","BATF2","grey"
"JSRP1","JSRP1","JSRP1","grey"
"DENND2D","DENND2D","DENND2D","grey"
"FCGR1B","FCGR1B","FCGR1B","grey"
"FCGR1A","FCGR1A","FCGR1A","grey"
"EFHB","EFHB","EFHB","grey"
"RTL9","RTL9","RTL9","grey"
"BMP7","BMP7","BMP7","black"
"CD1D","CD1D","CD1D","grey"
"FRK","FRK","FRK","grey"
"LPXN","LPXN","LPXN","grey"
"ROPN1L","ROPN1L","ROPN1L","grey"
"MICALL2","MICALL2","MICALL2","grey"
"S1PR2","S1PR2","S1PR2","grey"
"POPDC3","POPDC3","POPDC3","green"
"NPHS1","NPHS1","NPHS1","grey"
"CTBS","CTBS","CTBS","grey"
"SASH3","SASH3","SASH3","grey"
"BEST3","BEST3","BEST3","greenyellow"
"LCK","LCK","LCK","grey"
"TMEM17","TMEM17","TMEM17","grey"
"TNFAIP2","TNFAIP2","TNFAIP2","grey"
"NKPD1","NKPD1","NKPD1","grey"
"TBC1D2","TBC1D2","TBC1D2","turquoise"
"BHMT","BHMT","BHMT","turquoise"
"PLA2G4E","PLA2G4E","PLA2G4E","grey"
"RASAL3","RASAL3","RASAL3","grey"
"GCLM","GCLM","GCLM","grey"
"AVIL","AVIL","AVIL","grey"
"OR51Q1","OR51Q1","OR51Q1","grey"
"MSLN","MSLN","MSLN","grey"
"ALOX12","ALOX12","ALOX12","grey"
"SLC25A21","SLC25A21","SLC25A21","grey"
"C9orf16","C9orf16","C9orf16","grey"
"PLCB2","PLCB2","PLCB2","grey"
"TCF15","TCF15","TCF15","grey"
"ARHGEF33","ARHGEF33","ARHGEF33","grey"
"ADAMTS5","ADAMTS5","ADAMTS5","grey"
"SLC27A3","SLC27A3","SLC27A3","turquoise"
"ERMAP","ERMAP","ERMAP","grey"
"FHL3","FHL3","FHL3","grey"
"C11orf94","C11orf94","C11orf94","lightcyan"
"CCDC169","CCDC169","CCDC169","grey"
"INS","INS","INS","grey"
"SYT2","SYT2","SYT2","blue"
"GPR55","GPR55","GPR55","grey"
"FUT2","FUT2","FUT2","grey"
"SOX4","SOX4","SOX4","turquoise"
"TMEM156","TMEM156","TMEM156","grey"
"NOX4","NOX4","NOX4","grey"
"RASSF7","RASSF7","RASSF7","grey"
"PRX","PRX","PRX","grey"
"KY","KY","KY","grey"
"CHODL","CHODL","CHODL","grey"
"CYP26A1","CYP26A1","CYP26A1","grey"
"MYOM3","MYOM3","MYOM3","grey"
"BARX2","BARX2","BARX2","grey"
"JPH1","JPH1","JPH1","grey"
"ITGA5","ITGA5","ITGA5","grey"
"KCNH6","KCNH6","KCNH6","grey"
"SEC14L5","SEC14L5","SEC14L5","magenta"
"CATSPERD","CATSPERD","CATSPERD","grey"
"BAZ1A","BAZ1A","BAZ1A","grey"
"RHOH","RHOH","RHOH","grey"
"TIMM10B","TIMM10B","TIMM10B","grey"
"SLC38A4","SLC38A4","SLC38A4","grey"
"MYEF2","MYEF2","MYEF2","grey"
"C4orf48","C4orf48","C4orf48","grey"
"ZNF384","ZNF384","ZNF384","grey"
"SFRP4","SFRP4","SFRP4","grey"
"PTGR1","PTGR1","PTGR1","grey"
"HIST1H1C","HIST1H1C","HIST1H1C","grey"
"PHLDA2","PHLDA2","PHLDA2","grey"
"VSIG10","VSIG10","VSIG10","grey"
"RBP4","RBP4","RBP4","blue"
"RIMS3","RIMS3","RIMS3","blue"
"HPR","HPR","HPR","grey"
"HP","HP","HP","grey"
"GLIPR1","GLIPR1","GLIPR1","grey"
"HELB","HELB","HELB","grey"
"PAPPA","PAPPA","PAPPA","grey"
"TMEM88","TMEM88","TMEM88","grey"
"ADRB3","ADRB3","ADRB3","grey"
"TMEM52","TMEM52","TMEM52","grey"
"CLEC2D","CLEC2D","CLEC2D","grey"
"PMAIP1","PMAIP1","PMAIP1","grey"
"NTF4","NTF4","NTF4","grey"
"TCEAL7","TCEAL7","TCEAL7","grey"
"FBXO5","FBXO5","FBXO5","grey"
"DEUP1","DEUP1","DEUP1","grey"
"OSGIN1","OSGIN1","OSGIN1","grey"
"PDE6B","PDE6B","PDE6B","grey"
"TEKT2","TEKT2","TEKT2","grey"
"AQP9","AQP9","AQP9","grey"
"CRHR2","CRHR2","CRHR2","grey"
"KIF2C","KIF2C","KIF2C","grey"
"TMEM53","TMEM53","TMEM53","grey"
"PIK3CG","PIK3CG","PIK3CG","yellow"
"DOK1","DOK1","DOK1","grey"
"TNFAIP3","TNFAIP3","TNFAIP3","grey"
"SLC43A3","SLC43A3","SLC43A3","grey"
"CSF2RB","CSF2RB","CSF2RB","brown"
"DBP","DBP","DBP","yellow"
"PKN3","PKN3","PKN3","grey"
"RETN","RETN","RETN","grey"
"RSF1","RSF1","RSF1","grey"
"COL9A2","COL9A2","COL9A2","black"
"IRF9","IRF9","IRF9","yellow"
"RASSF9","RASSF9","RASSF9","grey"
"SPOCD1","SPOCD1","SPOCD1","grey"
"ITGB6","ITGB6","ITGB6","grey"
"TGFB3","TGFB3","TGFB3","grey"
"ACOX2","ACOX2","ACOX2","grey"
"ADAMTS15","ADAMTS15","ADAMTS15","grey"
"TMC2","TMC2","TMC2","grey"
"A3GALT2","A3GALT2","A3GALT2","grey"
"C1QA","C1QA","C1QA","yellow"
"RUNX1","RUNX1","RUNX1","grey"
"LRRC23","LRRC23","LRRC23","grey"
"HNF1B","HNF1B","HNF1B","grey"
"TBXAS1","TBXAS1","TBXAS1","grey"
"CDA","CDA","CDA","grey"
"ITGA2B","ITGA2B","ITGA2B","grey"
"LAMC3","LAMC3","LAMC3","black"
"DEF6","DEF6","DEF6","grey"
"ASPA","ASPA","ASPA","magenta"
"SDF2L1","SDF2L1","SDF2L1","grey"
"SIX5","SIX5","SIX5","grey"
"ARHGAP28","ARHGAP28","ARHGAP28","grey"
"C2orf70","C2orf70","C2orf70","grey"
"ID1","ID1","ID1","grey"
"CFAP206","CFAP206","CFAP206","cyan"
"ADAM18","ADAM18","ADAM18","grey"
"E2F1","E2F1","E2F1","grey"
"MEGF6","MEGF6","MEGF6","grey"
"GNG4","GNG4","GNG4","blue"
"MRGPRF","MRGPRF","MRGPRF","black"
"CHST14","CHST14","CHST14","grey"
"ADRM1","ADRM1","ADRM1","grey"
"LMCD1","LMCD1","LMCD1","grey"
"HDDC3","HDDC3","HDDC3","grey"
"DACT1","DACT1","DACT1","grey"
"RFLNA","RFLNA","RFLNA","grey"
"TRIM21","TRIM21","TRIM21","grey"
"GREB1","GREB1","GREB1","grey"
"CHRDL2","CHRDL2","CHRDL2","grey"
"SCART1","SCART1","SCART1","grey"
"CCDC122","CCDC122","CCDC122","grey"
"PRRG1","PRRG1","PRRG1","magenta"
"ANKRD65","ANKRD65","ANKRD65","grey"
"CLRN1","CLRN1","CLRN1","grey"
"COL8A2","COL8A2","COL8A2","grey"
"GSG1L","GSG1L","GSG1L","blue"
"FOXJ1","FOXJ1","FOXJ1","grey"
"PYGL","PYGL","PYGL","grey"
"LAT","LAT","LAT","grey"
"HCRTR1","HCRTR1","HCRTR1","grey"
"SLC26A10","SLC26A10","SLC26A10","greenyellow"
"ITGA2","ITGA2","ITGA2","grey"
"CITED1","CITED1","CITED1","grey"
"EFCAB9","EFCAB9","EFCAB9","grey"
"ECT2L","ECT2L","ECT2L","grey"
"MFSD4A","MFSD4A","MFSD4A","grey"
"SMIM3","SMIM3","SMIM3","grey"
"SLC41A3","SLC41A3","SLC41A3","grey"
"SLCO1B7","SLCO1B7","SLCO1B7","grey"
"SLCO1B3","SLCO1B3","SLCO1B3","grey"
"SLCO1B1","SLCO1B1","SLCO1B1","grey"
"SH2D6","SH2D6","SH2D6","grey"
"SSTR1","SSTR1","SSTR1","green"
"DNA2","DNA2","DNA2","grey"
"ENPEP","ENPEP","ENPEP","grey"
"TMEM106A","TMEM106A","TMEM106A","grey"
"AARD","AARD","AARD","grey"
"KCNE5","KCNE5","KCNE5","grey"
"MSH5-SAPCD1","MSH5-SAPCD1","MSH5-SAPCD1","grey"
"MSH5","MSH5","MSH5","grey"
"FAM221A","FAM221A","FAM221A","grey"
"PSMG3","PSMG3","PSMG3","grey"
"PM20D1","PM20D1","PM20D1","grey"
"TOX","TOX","TOX","blue"
"COL17A1","COL17A1","COL17A1","grey"
"SMTNL2","SMTNL2","SMTNL2","grey"
"B3GNT8","B3GNT8","B3GNT8","grey"
"FCRLB","FCRLB","FCRLB","grey"
"NFATC1","NFATC1","NFATC1","grey"
"ADGRG3","ADGRG3","ADGRG3","grey"
"ARSI","ARSI","ARSI","grey"
"CRACR2A","CRACR2A","CRACR2A","grey"
"DDX11","DDX11","DDX11","grey"
"OOEP","OOEP","OOEP","grey"
"PLEKHD1","PLEKHD1","PLEKHD1","grey"
"TNNI3","TNNI3","TNNI3","grey"
"IL4I1","IL4I1","IL4I1","grey"
"FAM118B","FAM118B","FAM118B","grey"
"OXTR","OXTR","OXTR","grey"
"ROBO3","ROBO3","ROBO3","greenyellow"
"CDH7","CDH7","CDH7","blue"
"ANXA2","ANXA2","ANXA2","black"
"ESPN","ESPN","ESPN","grey"
"NPPC","NPPC","NPPC","grey"
"MOB3B","MOB3B","MOB3B","red"
"RSPH1","RSPH1","RSPH1","grey"
"GPR151","GPR151","GPR151","grey"
"EBF1","EBF1","EBF1","grey"
"QDPR","QDPR","QDPR","tan"
"ADA","ADA","ADA","grey"
"RTBDN","RTBDN","RTBDN","grey"
"TCP11","TCP11","TCP11","grey"
"TSSK4","TSSK4","TSSK4","grey"
"FA2H","FA2H","FA2H","turquoise"
"GPR157","GPR157","GPR157","grey"
"CHRNA3","CHRNA3","CHRNA3","grey"
"SPTSSB","SPTSSB","SPTSSB","grey"
"TEAD3","TEAD3","TEAD3","grey"
"CATSPERG","CATSPERG","CATSPERG","grey"
"TUSC1","TUSC1","TUSC1","grey"
"SLC12A1","SLC12A1","SLC12A1","grey"
"HERC6","HERC6","HERC6","grey"
"FERMT3","FERMT3","FERMT3","yellow"
"WISP3","WISP3","WISP3","grey"
"MAMSTR","MAMSTR","MAMSTR","grey"
"MFSD3","MFSD3","MFSD3","grey"
"POF1B","POF1B","POF1B","grey"
"TRIB1","TRIB1","TRIB1","salmon"
"LGALS4","LGALS4","LGALS4","grey"
"CSF3R","CSF3R","CSF3R","yellow"
"SLC26A8","SLC26A8","SLC26A8","grey"
"CCDC151","CCDC151","CCDC151","grey"
"ST8SIA6","ST8SIA6","ST8SIA6","grey"
"DSG2","DSG2","DSG2","grey"
"RENBP","RENBP","RENBP","grey"
"PAQR5","PAQR5","PAQR5","grey"
"MARCH3","MARCH3","MARCH3","grey"
"KLHL14","KLHL14","KLHL14","grey"
"DGCR2","DGCR2","DGCR2","grey"
"NOS3","NOS3","NOS3","grey"
"C8orf89","C8orf89","C8orf89","grey"
"SLC16A5","SLC16A5","SLC16A5","grey"
"LRRC25","LRRC25","LRRC25","grey"
"ITPR3","ITPR3","ITPR3","grey"
"KLHL41","KLHL41","KLHL41","grey"
"FHIT","FHIT","FHIT","pink"
"PLK1","PLK1","PLK1","grey"
"SLC7A11","SLC7A11","SLC7A11","black"
"CRIP3","CRIP3","CRIP3","grey"
"CCDC40","CCDC40","CCDC40","grey"
"DEGS2","DEGS2","DEGS2","grey"
"RDH12","RDH12","RDH12","grey"
"CENPQ","CENPQ","CENPQ","grey"
"FANCC","FANCC","FANCC","grey"
"NPAS3","NPAS3","NPAS3","pink"
"TPPP3","TPPP3","TPPP3","magenta"
"APOBEC3H","APOBEC3H","APOBEC3H","grey"
"IQCH","IQCH","IQCH","grey"
"TEX15","TEX15","TEX15","grey"
"AIF1","AIF1","AIF1","grey"
"ARRDC2","ARRDC2","ARRDC2","grey"
"SNX22","SNX22","SNX22","grey"
"STARD6","STARD6","STARD6","grey"
"CREB5","CREB5","CREB5","grey"
"DDIAS","DDIAS","DDIAS","grey"
"C1orf162","C1orf162","C1orf162","grey"
"TTC25","TTC25","TTC25","grey"
"RBL1","RBL1","RBL1","grey"
"KIFC1","KIFC1","KIFC1","grey"
"COA4","COA4","COA4","grey"
"CNN2","CNN2","CNN2","black"
"DNAJB8","DNAJB8","DNAJB8","grey"
"PROCR","PROCR","PROCR","grey"
"CYP4F3","CYP4F3","CYP4F3","grey"
"POLN","POLN","POLN","grey"
"IFFO2","IFFO2","IFFO2","grey"
"COL6A6","COL6A6","COL6A6","grey"
"ZPBP","ZPBP","ZPBP","grey"
"GRP","GRP","GRP","green"
"FAM221B","FAM221B","FAM221B","grey"
"TERB1","TERB1","TERB1","grey"
"MREG","MREG","MREG","grey"
"HORMAD2","HORMAD2","HORMAD2","grey"
"TESK2","TESK2","TESK2","grey"
"SOCS3","SOCS3","SOCS3","grey"
"ZNF488","ZNF488","ZNF488","turquoise"
"CAVIN4","CAVIN4","CAVIN4","grey"
"COPZ2","COPZ2","COPZ2","grey"
"BHLHA9","BHLHA9","BHLHA9","grey"
"TRIM72","TRIM72","TRIM72","grey"
"FIGNL1","FIGNL1","FIGNL1","grey"
"GNG13","GNG13","GNG13","lightcyan"
"GIMAP6","GIMAP6","GIMAP6","grey"
"KRT77","KRT77","KRT77","green"
"TUBB6","TUBB6","TUBB6","grey"
"GIF","GIF","GIF","grey"
"MAP10","MAP10","MAP10","grey"
"TNFAIP6","TNFAIP6","TNFAIP6","magenta"
"TMEM238","TMEM238","TMEM238","grey"
"ATOH8","ATOH8","ATOH8","grey"
"TRIM15","TRIM15","TRIM15","grey"
"TIFAB","TIFAB","TIFAB","grey"
"FHOD1","FHOD1","FHOD1","grey"
"TGFBI","TGFBI","TGFBI","grey"
"MROH8","MROH8","MROH8","grey"
"CDK15","CDK15","CDK15","grey"
"TMIGD3","TMIGD3","TMIGD3","grey"
"DUSP5","DUSP5","DUSP5","salmon"
"ADORA2B","ADORA2B","ADORA2B","grey"
"LRIG3","LRIG3","LRIG3","grey"
"LOXL1","LOXL1","LOXL1","grey"
"F2RL3","F2RL3","F2RL3","grey"
"FBXL8","FBXL8","FBXL8","grey"
"MROH5","MROH5","MROH5","grey"
"ADAM32","ADAM32","ADAM32","grey"
"KIAA2012","KIAA2012","KIAA2012","grey"
"PDE6H","PDE6H","PDE6H","grey"
"ITGB3","ITGB3","ITGB3","grey"
"C16orf96","C16orf96","C16orf96","grey"
"PASK","PASK","PASK","grey"
"PRSS50","PRSS50","PRSS50","grey"
"CDH18","CDH18","CDH18","blue"
"LRRC39","LRRC39","LRRC39","grey"
"BOLL","BOLL","BOLL","grey"
"REG1A","REG1A","REG1A","grey"
"TRIM7","TRIM7","TRIM7","grey"
"CPNE2","CPNE2","CPNE2","green"
"VAV1","VAV1","VAV1","grey"
"CIDEB","CIDEB","CIDEB","grey"
"SLC2A4","SLC2A4","SLC2A4","grey"
"COL11A1","COL11A1","COL11A1","grey"
"GJA3","GJA3","GJA3","grey"
"GGN","GGN","GGN","grey"
"NPR1","NPR1","NPR1","grey"
"STYXL1","STYXL1","STYXL1","grey"
"VSIG10L","VSIG10L","VSIG10L","grey"
"COMMD1","COMMD1","COMMD1","grey"
"SYNPO2","SYNPO2","SYNPO2","grey"
"PQLC3","PQLC3","PQLC3","grey"
"P2RX3","P2RX3","P2RX3","grey"
"CARNS1","CARNS1","CARNS1","turquoise"
"MARVELD3","MARVELD3","MARVELD3","grey"
"MYOCD","MYOCD","MYOCD","grey"
"MPEG1","MPEG1","MPEG1","yellow"
"FGF17","FGF17","FGF17","grey"
"ZNF558","ZNF558","ZNF558","grey"
"ADAM21","ADAM21","ADAM21","grey"
"SYS1-DBNDD2","SYS1-DBNDD2","SYS1-DBNDD2","grey"
"GRM8","GRM8","GRM8","blue"
"SRPX2","SRPX2","SRPX2","grey"
"REEP4","REEP4","REEP4","grey"
"KCNV2","KCNV2","KCNV2","grey"
"SNTG2","SNTG2","SNTG2","grey"
"CXorf36","CXorf36","CXorf36","grey"
"OR51V1","OR51V1","OR51V1","grey"
"ZFP57","ZFP57","ZFP57","turquoise"
"GPR1","GPR1","GPR1","grey"
"OR10AG1","OR10AG1","OR10AG1","grey"
"CENPA","CENPA","CENPA","grey"
"P2RY6","P2RY6","P2RY6","grey"
"REM1","REM1","REM1","grey"
"APOL4","APOL4","APOL4","grey"
"APOL2","APOL2","APOL2","grey"
"APOL1","APOL1","APOL1","grey"
"KDF1","KDF1","KDF1","grey"
"ACAT2","ACAT2","ACAT2","grey"
"FZD9","FZD9","FZD9","grey"
"ZNF250","ZNF250","ZNF250","grey"
"SH3TC2","SH3TC2","SH3TC2","grey"
"MCM10","MCM10","MCM10","grey"
"PGPEP1L","PGPEP1L","PGPEP1L","grey"
"FAM71D","FAM71D","FAM71D","grey"
"TAS1R3","TAS1R3","TAS1R3","grey"
"MFAP2","MFAP2","MFAP2","grey"
"IRAK3","IRAK3","IRAK3","grey"
"TIPARP","TIPARP","TIPARP","salmon"
"LIPG","LIPG","LIPG","grey"
"FZD8","FZD8","FZD8","grey"
"PDYN","PDYN","PDYN","grey"
"CMBL","CMBL","CMBL","blue"
"NCMAP","NCMAP","NCMAP","grey"
"FAM222A","FAM222A","FAM222A","turquoise"
"ALOX5AP","ALOX5AP","ALOX5AP","grey"
"ZNF541","ZNF541","ZNF541","grey"
"SERPINC1","SERPINC1","SERPINC1","grey"
"TRIM71","TRIM71","TRIM71","grey"
"OIP5","OIP5","OIP5","grey"
"STC1","STC1","STC1","grey"
"FBLN7","FBLN7","FBLN7","grey"
"GCH1","GCH1","GCH1","grey"
"TSPO","TSPO","TSPO","grey"
"FBXO17","FBXO17","FBXO17","grey"
"TAC3","TAC3","TAC3","grey"
"PPEF1","PPEF1","PPEF1","grey"
"SYNJ2BP-COX16","SYNJ2BP-COX16","SYNJ2BP-COX16","grey"
"CNGA4","CNGA4","CNGA4","grey"
"VEGFC","VEGFC","VEGFC","grey"
"TRPV6","TRPV6","TRPV6","blue"
"ATP8B1","ATP8B1","ATP8B1","magenta"
"MRVI1","MRVI1","MRVI1","grey"
"UNC45B","UNC45B","UNC45B","grey"
"C11orf71","C11orf71","C11orf71","grey"
"SLC5A5","SLC5A5","SLC5A5","green"
"NRROS","NRROS","NRROS","grey"
"CBY3","CBY3","CBY3","grey"
"TMEM150C","TMEM150C","TMEM150C","grey"
"ALDH1L2","ALDH1L2","ALDH1L2","grey"
"SLCO2A1","SLCO2A1","SLCO2A1","grey"
"HPDL","HPDL","HPDL","greenyellow"
"PPP1R13L","PPP1R13L","PPP1R13L","grey"
"METRN","METRN","METRN","grey"
"GPR160","GPR160","GPR160","grey"
"CYBRD1","CYBRD1","CYBRD1","grey"
"LRRC55","LRRC55","LRRC55","grey"
"CDH23","CDH23","CDH23","grey"
"SNAI1","SNAI1","SNAI1","grey"
"SSC5D","SSC5D","SSC5D","grey"
"LIMA1","LIMA1","LIMA1","grey"
"RIPK4","RIPK4","RIPK4","grey"
"KCTD16","KCTD16","KCTD16","pink"
"GXYLT2","GXYLT2","GXYLT2","grey"
"MXRA8","MXRA8","MXRA8","grey"
"SLC15A1","SLC15A1","SLC15A1","grey"
"COX20","COX20","COX20","grey"
"TMEM117","TMEM117","TMEM117","pink"
"ENPP3","ENPP3","ENPP3","grey"
"SLC23A1","SLC23A1","SLC23A1","grey"
"GAL3ST1","GAL3ST1","GAL3ST1","turquoise"
"MAP3K8","MAP3K8","MAP3K8","grey"
"DPY19L2","DPY19L2","DPY19L2","grey"
"RP1","RP1","RP1","grey"
"FXYD4","FXYD4","FXYD4","grey"
"TTC32","TTC32","TTC32","grey"
"ERG","ERG","ERG","grey"
"ARFIP1","ARFIP1","ARFIP1","grey"
"ZDHHC19","ZDHHC19","ZDHHC19","grey"
"CYP2S1","CYP2S1","CYP2S1","grey"
"EGFL7","EGFL7","EGFL7","grey"
"KLHDC7B","KLHDC7B","KLHDC7B","blue"
"SPNS3","SPNS3","SPNS3","grey"
"EIF2S3","EIF2S3","EIF2S3","grey"
"EIF2S3B","EIF2S3B","EIF2S3B","grey"
"CLDN34","CLDN34","CLDN34","grey"
"PLAGL1","PLAGL1","PLAGL1","green"
"C14orf39","C14orf39","C14orf39","grey"
"S100B","S100B","S100B","grey"
"PER2","PER2","PER2","grey"
"ICAM2","ICAM2","ICAM2","grey"
"TMEM82","TMEM82","TMEM82","grey"
"PMP22","PMP22","PMP22","magenta"
"MIS18BP1","MIS18BP1","MIS18BP1","grey"
"LGR5","LGR5","LGR5","grey"
"RPL3L","RPL3L","RPL3L","grey"
"GON7","GON7","GON7","grey"
"GIPR","GIPR","GIPR","grey"
"MEF2C","MEF2C","MEF2C","blue"
"ITPRID1","ITPRID1","ITPRID1","grey"
"EXD1","EXD1","EXD1","grey"
"KIAA1210","KIAA1210","KIAA1210","grey"
"HES7","HES7","HES7","grey"
"SLC12A7","SLC12A7","SLC12A7","grey"
"ZNF233","ZNF233","ZNF233","grey"
"KRT8","KRT8","KRT8","grey"
"ZFP92","ZFP92","ZFP92","grey"
"PCOLCE","PCOLCE","PCOLCE","grey"
"ANKRD39","ANKRD39","ANKRD39","grey"
"ESRRB","ESRRB","ESRRB","grey"
"CP","CP","CP","black"
"CPNE9","CPNE9","CPNE9","grey"
"TNFRSF14","TNFRSF14","TNFRSF14","grey"
"ADGRE5","ADGRE5","ADGRE5","grey"
"TRIM66","TRIM66","TRIM66","blue"
"IL10RA","IL10RA","IL10RA","grey"
"ANKMY1","ANKMY1","ANKMY1","grey"
"VWA1","VWA1","VWA1","grey"
"GATA2","GATA2","GATA2","grey"
"HAAO","HAAO","HAAO","grey"
"ALDH6A1","ALDH6A1","ALDH6A1","grey"
"GMNC","GMNC","GMNC","grey"
"MYLPF","MYLPF","MYLPF","grey"
"FANCF","FANCF","FANCF","grey"
"PARP10","PARP10","PARP10","grey"
"COX6B2","COX6B2","COX6B2","grey"
"MYL1","MYL1","MYL1","grey"
"BIN2","BIN2","BIN2","grey"
"PLEKHS1","PLEKHS1","PLEKHS1","grey"
"C4orf54","C4orf54","C4orf54","grey"
"GNB4","GNB4","GNB4","turquoise"
"C1orf100","C1orf100","C1orf100","grey"
"C4BPA","C4BPA","C4BPA","grey"
"CIITA","CIITA","CIITA","grey"
"CCDC60","CCDC60","CCDC60","grey"
"CCDC62","CCDC62","CCDC62","grey"
"PRRT4","PRRT4","PRRT4","grey"
"OSCAR","OSCAR","OSCAR","grey"
"LGR6","LGR6","LGR6","grey"
"SIGIRR","SIGIRR","SIGIRR","grey"
"MARCH10","MARCH10","MARCH10","grey"
"KCNJ5","KCNJ5","KCNJ5","grey"
"KRT26","KRT26","KRT26","grey"
"PRTN3","PRTN3","PRTN3","grey"
"ABCC6","ABCC6","ABCC6","grey"
"SLFN5","SLFN5","SLFN5","grey"
"GAS2L3","GAS2L3","GAS2L3","grey"
"SHROOM3","SHROOM3","SHROOM3","grey"
"CARHSP1","CARHSP1","CARHSP1","turquoise"
"FAM227B","FAM227B","FAM227B","grey"
"SOX3","SOX3","SOX3","grey"
"RASA4B","RASA4B","RASA4B","grey"
"RASA4","RASA4","RASA4","grey"
"ECM1","ECM1","ECM1","grey"
"KLC3","KLC3","KLC3","grey"
"LNX2","LNX2","LNX2","grey"
"ZNF570","ZNF570","ZNF570","grey"
"ANTXR2","ANTXR2","ANTXR2","grey"
"MSANTD1","MSANTD1","MSANTD1","grey"
"MMP2","MMP2","MMP2","grey"
"RHBDL2","RHBDL2","RHBDL2","grey"
"PPEF2","PPEF2","PPEF2","grey"
"KCTD11","KCTD11","KCTD11","grey"
"CEBPB","CEBPB","CEBPB","grey"
"TLR5","TLR5","TLR5","grey"
"SSX2B","SSX2B","SSX2B","grey"
"SSX7","SSX7","SSX7","grey"
"SSX2","SSX2","SSX2","grey"
"C11orf52","C11orf52","C11orf52","grey"
"NR4A2","NR4A2","NR4A2","blue"
"KRTCAP3","KRTCAP3","KRTCAP3","grey"
"NCF2","NCF2","NCF2","grey"
"KPNA2","KPNA2","KPNA2","grey"
"CDCA7","CDCA7","CDCA7","grey"
"HHATL","HHATL","HHATL","grey"
"ARHGEF16","ARHGEF16","ARHGEF16","grey"
"KIF26A","KIF26A","KIF26A","grey"
"CLEC18C","CLEC18C","CLEC18C","grey"
"CLEC18B","CLEC18B","CLEC18B","grey"
"CLEC18A","CLEC18A","CLEC18A","grey"
"CAPS2","CAPS2","CAPS2","grey"
"ADSSL1","ADSSL1","ADSSL1","magenta"
"CLDN3","CLDN3","CLDN3","grey"
"MARCH11","MARCH11","MARCH11","grey"
"RCN3","RCN3","RCN3","grey"
"HCLS1","HCLS1","HCLS1","grey"
"HPSE2","HPSE2","HPSE2","grey"
"MAP3K21","MAP3K21","MAP3K21","grey"
"PABPC4L","PABPC4L","PABPC4L","grey"
"GRM4","GRM4","GRM4","blue"
