"","PSID","Gene","Module"
"ADHFE1","ADHFE1","ADHFE1","grey"
"SYAP1","SYAP1","SYAP1","turquoise"
"ZNF292","ZNF292","ZNF292","grey"
"HEXIM1","HEXIM1","HEXIM1","brown"
"GNRH1","GNRH1","GNRH1","brown"
"FAM81A","FAM81A","FAM81A","turquoise"
"BTBD7","BTBD7","BTBD7","grey"
"PDE4C","PDE4C","PDE4C","grey"
"SLC2A4RG","SLC2A4RG","SLC2A4RG","brown"
"TPST2","TPST2","TPST2","yellow"
"PSAT1","PSAT1","PSAT1","green"
"CAV2","CAV2","CAV2","grey"
"LPP","LPP","LPP","blue"
"OGG1","OGG1","OGG1","red"
"HPCAL4","HPCAL4","HPCAL4","red"
"HSPD1","HSPD1","HSPD1","purple"
"SH3BP4","SH3BP4","SH3BP4","green"
"C19orf25","C19orf25","C19orf25","brown"
"NDRG2","NDRG2","NDRG2","grey"
"TMEM2","TMEM2","TMEM2","blue"
"LAMB1","LAMB1","LAMB1","turquoise"
"NKX2-8","NKX2-8","NKX2-8","grey"
"SLC25A36","SLC25A36","SLC25A36","grey"
"GABARAPL1","GABARAPL1","GABARAPL1","turquoise"
"CNKSR3","CNKSR3","CNKSR3","blue"
"DPEP3","DPEP3","DPEP3","grey"
"C20orf7","C20orf7","C20orf7","turquoise"
"BST2","BST2","BST2","grey"
"AES","AES","AES","yellow"
"HLA-E","HLA-E","HLA-E","grey"
"FRAS1","FRAS1","FRAS1","grey"
"NGEF","NGEF","NGEF","turquoise"
"ARL3","ARL3","ARL3","turquoise"
"HECW2","HECW2","HECW2","turquoise"
"HSF1","HSF1","HSF1","yellow"
"SURF6","SURF6","SURF6","turquoise"
"PSME3","PSME3","PSME3","grey"
"DDR1","DDR1","DDR1","green"
"HMGN2","HMGN2","HMGN2","turquoise"
"PPFIBP1","PPFIBP1","PPFIBP1","grey"
"SERINC3","SERINC3","SERINC3","turquoise"
"MYT1","MYT1","MYT1","grey"
"TP53INP1","TP53INP1","TP53INP1","blue"
"SOX17","SOX17","SOX17","grey"
"LRRTM4","LRRTM4","LRRTM4","turquoise"
"HIST1H4C","HIST1H4C","HIST1H4C","grey"
"PIAS1","PIAS1","PIAS1","grey"
"CLUAP1","CLUAP1","CLUAP1","grey"
"FLRT2","FLRT2","FLRT2","grey"
"CALML4","CALML4","CALML4","grey"
"CALCOCO2","CALCOCO2","CALCOCO2","green"
"CDCA7L","CDCA7L","CDCA7L","grey"
"SLC9A9","SLC9A9","SLC9A9","blue"
"ACAT2","ACAT2","ACAT2","turquoise"
"FOXF2","FOXF2","FOXF2","grey"
"SFTPC","SFTPC","SFTPC","grey"
"CALML3","CALML3","CALML3","turquoise"
"PLAU","PLAU","PLAU","grey"
"QPRT","QPRT","QPRT","grey"
"KLF6","KLF6","KLF6","grey"
"C9orf50","C9orf50","C9orf50","grey"
"DNHD1","DNHD1","DNHD1","grey"
"NEBL","NEBL","NEBL","blue"
"OTUD4","OTUD4","OTUD4","brown"
"CHODL","CHODL","CHODL","grey"
"SSBP4","SSBP4","SSBP4","pink"
"VPS13D","VPS13D","VPS13D","grey"
"FAIM2","FAIM2","FAIM2","magenta"
"SBF1","SBF1","SBF1","grey"
"ITGAX","ITGAX","ITGAX","grey"
"CUL1","CUL1","CUL1","turquoise"
"PARD3","PARD3","PARD3","green"
"MAD2L1","MAD2L1","MAD2L1","turquoise"
"BAALC","BAALC","BAALC","turquoise"
"CHAF1B","CHAF1B","CHAF1B","turquoise"
"EN2","EN2","EN2","grey"
"SERF1A","SERF1A","SERF1A","turquoise"
"ELOVL1","ELOVL1","ELOVL1","grey"
"CMYA5","CMYA5","CMYA5","grey"
"MDM4","MDM4","MDM4","grey"
"SPG20","SPG20","SPG20","brown"
"GABARAPL3","GABARAPL3","GABARAPL3","turquoise"
"CHD9","CHD9","CHD9","grey"
"UNG","UNG","UNG","green"
"SLC25A22","SLC25A22","SLC25A22","pink"
"PHGDH","PHGDH","PHGDH","brown"
"CAPZA2","CAPZA2","CAPZA2","turquoise"
"ATM","ATM","ATM","grey"
"ATP1B2","ATP1B2","ATP1B2","grey"
"ACSL1","ACSL1","ACSL1","blue"
"SDS","SDS","SDS","grey"
"RGS12","RGS12","RGS12","turquoise"
"EPC1","EPC1","EPC1","grey"
"UBE2NL","UBE2NL","UBE2NL","turquoise"
"ELP4","ELP4","ELP4","grey"
"SLC15A3","SLC15A3","SLC15A3","black"
"ARRB1","ARRB1","ARRB1","green"
"HEPH","HEPH","HEPH","blue"
"NPPC","NPPC","NPPC","grey"
"SLC24A1","SLC24A1","SLC24A1","grey"
"BMPR1A","BMPR1A","BMPR1A","blue"
"TRIM44","TRIM44","TRIM44","turquoise"
"NMB","NMB","NMB","grey"
"PPAPDC1A","PPAPDC1A","PPAPDC1A","brown"
"PPM1K","PPM1K","PPM1K","grey"
"C5orf24","C5orf24","C5orf24","grey"
"SLC2A11","SLC2A11","SLC2A11","turquoise"
"VLDLR","VLDLR","VLDLR","turquoise"
"VPS29","VPS29","VPS29","turquoise"
"SEZ6L","SEZ6L","SEZ6L","red"
"NAV3","NAV3","NAV3","turquoise"
"ATP10A","ATP10A","ATP10A","grey"
"AKAP8","AKAP8","AKAP8","grey"
"DAAM2","DAAM2","DAAM2","grey"
"SLC25A32","SLC25A32","SLC25A32","grey"
"TMCO4","TMCO4","TMCO4","blue"
"ATP2A2","ATP2A2","ATP2A2","red"
"LRP2BP","LRP2BP","LRP2BP","grey"
"BRWD1","BRWD1","BRWD1","brown"
"DTX4","DTX4","DTX4","turquoise"
"SPATA20","SPATA20","SPATA20","grey"
"ATN1","ATN1","ATN1","grey"
"RALGDS","RALGDS","RALGDS","grey"
"PLEKHG3","PLEKHG3","PLEKHG3","grey"
"DLAT","DLAT","DLAT","turquoise"
"PSAP","PSAP","PSAP","grey"
"STAR","STAR","STAR","turquoise"
"EPS8","EPS8","EPS8","greenyellow"
"GSK3B","GSK3B","GSK3B","grey"
"PDIA2","PDIA2","PDIA2","grey"
"GSTZ1","GSTZ1","GSTZ1","turquoise"
"TNFAIP2","TNFAIP2","TNFAIP2","grey"
"C10orf35","C10orf35","C10orf35","turquoise"
"RTKN","RTKN","RTKN","green"
"CBFA2T3","CBFA2T3","CBFA2T3","pink"
"AFF1","AFF1","AFF1","blue"
"GPR37","GPR37","GPR37","grey"
"SFPQ","SFPQ","SFPQ","turquoise"
"XKR4","XKR4","XKR4","turquoise"
"PJA2","PJA2","PJA2","turquoise"
"PRMT2","PRMT2","PRMT2","grey"
"LRFN2","LRFN2","LRFN2","turquoise"
"ANKDD1A","ANKDD1A","ANKDD1A","grey"
"CHCHD2","CHCHD2","CHCHD2","turquoise"
"MAFK","MAFK","MAFK","grey"
"C8orf33","C8orf33","C8orf33","turquoise"
"RBM14","RBM14","RBM14","brown"
"INPPL1","INPPL1","INPPL1","green"
"ADAM19","ADAM19","ADAM19","grey"
"ATXN7L3","ATXN7L3","ATXN7L3","yellow"
"USP6","USP6","USP6","grey"
"PPAPDC1B","PPAPDC1B","PPAPDC1B","blue"
"STAT4","STAT4","STAT4","turquoise"
"YWHAB","YWHAB","YWHAB","turquoise"
"FKBP11","FKBP11","FKBP11","grey"
"FBN3","FBN3","FBN3","turquoise"
"ADCY1","ADCY1","ADCY1","turquoise"
"LAT","LAT","LAT","grey"
"WDR6","WDR6","WDR6","brown"
"ZFP28","ZFP28","ZFP28","grey"
"PEG3","PEG3","PEG3","grey"
"TPSG1","TPSG1","TPSG1","grey"
"PCDH20","PCDH20","PCDH20","red"
"FNDC3B","FNDC3B","FNDC3B","blue"
"PIP5K1C","PIP5K1C","PIP5K1C","yellow"
"CD9","CD9","CD9","grey"
"KCNMA1","KCNMA1","KCNMA1","grey"
"ABCG1","ABCG1","ABCG1","grey"
"ANKRD13B","ANKRD13B","ANKRD13B","yellow"
"RFX3","RFX3","RFX3","grey"
"SPA17","SPA17","SPA17","turquoise"
"RAB3D","RAB3D","RAB3D","grey"
"GPR155","GPR155","GPR155","turquoise"
"SDF2L1","SDF2L1","SDF2L1","grey"
"C6orf115","C6orf115","C6orf115","turquoise"
"NINJ2","NINJ2","NINJ2","grey"
"ABCB1","ABCB1","ABCB1","grey"
"GMPR","GMPR","GMPR","green"
"WBP5","WBP5","WBP5","purple"
"KCNQ1OT1","KCNQ1OT1","KCNQ1OT1","grey"
"PREP","PREP","PREP","turquoise"
"TM4SF1","TM4SF1","TM4SF1","grey"
"CEP290","CEP290","CEP290","grey"
"FAM27A","FAM27A","FAM27A","grey"
"AMH","AMH","AMH","grey"
"TCEAL7","TCEAL7","TCEAL7","turquoise"
"AHSA1","AHSA1","AHSA1","purple"
"PHF14","PHF14","PHF14","turquoise"
"CORO2A","CORO2A","CORO2A","turquoise"
"PCLO","PCLO","PCLO","turquoise"
"CABLES1","CABLES1","CABLES1","grey"
"SPATA13","SPATA13","SPATA13","green"
"KCNMB4","KCNMB4","KCNMB4","turquoise"
"SYNE2","SYNE2","SYNE2","blue"
"SAP30","SAP30","SAP30","brown"
"SLCO2B1","SLCO2B1","SLCO2B1","black"
"SARDH","SARDH","SARDH","grey"
"TBL1X","TBL1X","TBL1X","green"
"NEK3","NEK3","NEK3","grey"
"DOK1","DOK1","DOK1","black"
"PDIA3","PDIA3","PDIA3","grey"
"TNFAIP8","TNFAIP8","TNFAIP8","greenyellow"
"GPR125","GPR125","GPR125","blue"
"MSN","MSN","MSN","blue"
"TPM1","TPM1","TPM1","grey"
"ITGB5","ITGB5","ITGB5","green"
"FRMPD4","FRMPD4","FRMPD4","turquoise"
"MVP","MVP","MVP","blue"
"TEAD1","TEAD1","TEAD1","blue"
"ARHGAP26","ARHGAP26","ARHGAP26","grey"
"CYP4V2","CYP4V2","CYP4V2","grey"
"MAP3K13","MAP3K13","MAP3K13","turquoise"
"HS6ST1","HS6ST1","HS6ST1","yellow"
"MYO7A","MYO7A","MYO7A","black"
"AUH","AUH","AUH","turquoise"
"RFFL","RFFL","RFFL","yellow"
"MARCKSL1","MARCKSL1","MARCKSL1","grey"
"TMEM35","TMEM35","TMEM35","turquoise"
"SYNGR3","SYNGR3","SYNGR3","red"
"HHIP","HHIP","HHIP","grey"
"MYH9","MYH9","MYH9","brown"
"CHST7","CHST7","CHST7","grey"
"SORCS2","SORCS2","SORCS2","grey"
"ADRA2C","ADRA2C","ADRA2C","grey"
"ACTA1","ACTA1","ACTA1","grey"
"ADAMTS14","ADAMTS14","ADAMTS14","grey"
"TNPO1","TNPO1","TNPO1","grey"
"C1orf27","C1orf27","C1orf27","grey"
"SYNPO2","SYNPO2","SYNPO2","turquoise"
"ADRBK2","ADRBK2","ADRBK2","turquoise"
"SORBS3","SORBS3","SORBS3","brown"
"EBPL","EBPL","EBPL","grey"
"ZFYVE16","ZFYVE16","ZFYVE16","turquoise"
"VCX","VCX","VCX","grey"
"KLHL5","KLHL5","KLHL5","grey"
"SUB1","SUB1","SUB1","turquoise"
"CEP135","CEP135","CEP135","grey"
"CBFB","CBFB","CBFB","blue"
"YEATS4","YEATS4","YEATS4","turquoise"
"KAZALD1","KAZALD1","KAZALD1","turquoise"
"ACSS1","ACSS1","ACSS1","grey"
"NTN4","NTN4","NTN4","turquoise"
"KCNJ6","KCNJ6","KCNJ6","red"
"FAM82B","FAM82B","FAM82B","grey"
"SLC40A1","SLC40A1","SLC40A1","grey"
"IRF3","IRF3","IRF3","brown"
"CDCA7","CDCA7","CDCA7","grey"
"ARHGEF9","ARHGEF9","ARHGEF9","turquoise"
"OGFOD2","OGFOD2","OGFOD2","turquoise"
"CREBBP","CREBBP","CREBBP","yellow"
"C6orf204","C6orf204","C6orf204","grey"
"GLUD1","GLUD1","GLUD1","grey"
"BCAT2","BCAT2","BCAT2","brown"
"AK3","AK3","AK3","blue"
"SOX11","SOX11","SOX11","turquoise"
"CCDC91","CCDC91","CCDC91","turquoise"
"CYP4F2","CYP4F2","CYP4F2","grey"
"MBD3","MBD3","MBD3","yellow"
"TNXB","TNXB","TNXB","blue"
"MGMT","MGMT","MGMT","grey"
"NBPF11","NBPF11","NBPF11","grey"
"NPTN","NPTN","NPTN","turquoise"
"TCEAL3","TCEAL3","TCEAL3","turquoise"
"NES","NES","NES","green"
"FSTL5","FSTL5","FSTL5","turquoise"
"KIAA1407","KIAA1407","KIAA1407","grey"
"FXR2","FXR2","FXR2","yellow"
"NRAS","NRAS","NRAS","grey"
"TAGLN3","TAGLN3","TAGLN3","turquoise"
"TRIB2","TRIB2","TRIB2","turquoise"
"TSNARE1","TSNARE1","TSNARE1","grey"
"CDH19","CDH19","CDH19","grey"
"RAB3GAP2","RAB3GAP2","RAB3GAP2","grey"
"MPP3","MPP3","MPP3","yellow"
"CDC42EP4","CDC42EP4","CDC42EP4","green"
"HPN","HPN","HPN","grey"
"RPL23A","RPL23A","RPL23A","grey"
"TSC22D1","TSC22D1","TSC22D1","grey"
"RHOH","RHOH","RHOH","grey"
"TRMT5","TRMT5","TRMT5","turquoise"
"RAI14","RAI14","RAI14","blue"
"SOX8","SOX8","SOX8","grey"
"SLC44A1","SLC44A1","SLC44A1","blue"
"SLC13A3","SLC13A3","SLC13A3","greenyellow"
"EGLN3","EGLN3","EGLN3","green"
"MUC20","MUC20","MUC20","grey"
"PRCP","PRCP","PRCP","green"
"C1QTNF5","C1QTNF5","C1QTNF5","green"
"IFT140","IFT140","IFT140","green"
"ATP10D","ATP10D","ATP10D","grey"
"SYT12","SYT12","SYT12","turquoise"
"BAX","BAX","BAX","grey"
"PHF16","PHF16","PHF16","brown"
"APLN","APLN","APLN","green"
"KIAA1109","KIAA1109","KIAA1109","grey"
"PARP10","PARP10","PARP10","green"
"TBL1XR1","TBL1XR1","TBL1XR1","grey"
"FAM83H","FAM83H","FAM83H","turquoise"
"HSPA5","HSPA5","HSPA5","grey"
"RASAL2","RASAL2","RASAL2","grey"
"RHBDL2","RHBDL2","RHBDL2","grey"
"CHST2","CHST2","CHST2","red"
"FOXP1","FOXP1","FOXP1","grey"
"TLR4","TLR4","TLR4","blue"
"POLR3K","POLR3K","POLR3K","turquoise"
"NUDT9P1","NUDT9P1","NUDT9P1","grey"
"ALDH3A2","ALDH3A2","ALDH3A2","green"
"CHMP4B","CHMP4B","CHMP4B","turquoise"
"C19orf33","C19orf33","C19orf33","grey"
"FAP","FAP","FAP","grey"
"PCGF1","PCGF1","PCGF1","yellow"
"BTBD11","BTBD11","BTBD11","red"
"HMGB2","HMGB2","HMGB2","grey"
"JRKL","JRKL","JRKL","grey"
"RTN2","RTN2","RTN2","pink"
"NLE1","NLE1","NLE1","turquoise"
"LY6H","LY6H","LY6H","grey"
"NPAS3","NPAS3","NPAS3","grey"
"SLC30A10","SLC30A10","SLC30A10","grey"
"BRMS1L","BRMS1L","BRMS1L","turquoise"
"CFD","CFD","CFD","grey"
"RHOC","RHOC","RHOC","blue"
"CPLX1","CPLX1","CPLX1","grey"
"NEK1","NEK1","NEK1","grey"
"SGIP1","SGIP1","SGIP1","turquoise"
"LDHA","LDHA","LDHA","turquoise"
"CARD10","CARD10","CARD10","blue"
"SEPT8","SEPT8","SEPT8","green"
"GPM6A","GPM6A","GPM6A","turquoise"
"ZMAT1","ZMAT1","ZMAT1","grey"
"ARL6IP6","ARL6IP6","ARL6IP6","green"
"CACNA1C","CACNA1C","CACNA1C","grey"
"BAI2","BAI2","BAI2","red"
"SCARF1","SCARF1","SCARF1","green"
"TSPAN14","TSPAN14","TSPAN14","brown"
"NBPF14","NBPF14","NBPF14","grey"
"HBP1","HBP1","HBP1","blue"
"KLHL8","KLHL8","KLHL8","turquoise"
"MLLT6","MLLT6","MLLT6","grey"
"SLC24A3","SLC24A3","SLC24A3","red"
"SCOC","SCOC","SCOC","turquoise"
"PPP3CA","PPP3CA","PPP3CA","turquoise"
"BAIAP2","BAIAP2","BAIAP2","brown"
"MECP2","MECP2","MECP2","yellow"
"TRAPPC5","TRAPPC5","TRAPPC5","grey"
"ADSS","ADSS","ADSS","turquoise"
"COTL1","COTL1","COTL1","blue"
"SLC25A25","SLC25A25","SLC25A25","turquoise"
"SLC24A4","SLC24A4","SLC24A4","grey"
"LYN","LYN","LYN","black"
"FGD6","FGD6","FGD6","grey"
"HBEGF","HBEGF","HBEGF","grey"
"DHCR24","DHCR24","DHCR24","grey"
"PTPRU","PTPRU","PTPRU","blue"
"NEK9","NEK9","NEK9","grey"
"KHDRBS3","KHDRBS3","KHDRBS3","grey"
"DDAH2","DDAH2","DDAH2","green"
"AGA","AGA","AGA","grey"
"TRPS1","TRPS1","TRPS1","blue"
"ALAD","ALAD","ALAD","grey"
"IGFBP7","IGFBP7","IGFBP7","grey"
"SERPINF1","SERPINF1","SERPINF1","turquoise"
"FEN1","FEN1","FEN1","turquoise"
"C1QL2","C1QL2","C1QL2","grey"
"CLIC4","CLIC4","CLIC4","greenyellow"
"SEMA6B","SEMA6B","SEMA6B","pink"
"PPAP2A","PPAP2A","PPAP2A","blue"
"CENPE","CENPE","CENPE","grey"
"RCSD1","RCSD1","RCSD1","black"
"PER3","PER3","PER3","grey"
"SPECC1","SPECC1","SPECC1","turquoise"
"RPL13A","RPL13A","RPL13A","grey"
"ZDHHC21","ZDHHC21","ZDHHC21","turquoise"
"OLIG2","OLIG2","OLIG2","grey"
"KIF3C","KIF3C","KIF3C","red"
"EPHA10","EPHA10","EPHA10","turquoise"
"SSR1","SSR1","SSR1","blue"
"FLCN","FLCN","FLCN","brown"
"DHRS4","DHRS4","DHRS4","brown"
"MYOZ3","MYOZ3","MYOZ3","turquoise"
"MTM1","MTM1","MTM1","blue"
"ELAVL4","ELAVL4","ELAVL4","turquoise"
"FBXO32","FBXO32","FBXO32","grey"
"SYT17","SYT17","SYT17","red"
"ULK2","ULK2","ULK2","brown"
"CBR3","CBR3","CBR3","grey"
"NPFF","NPFF","NPFF","brown"
"CPS1","CPS1","CPS1","grey"
"ZNF92","ZNF92","ZNF92","grey"
"EPHA4","EPHA4","EPHA4","red"
"KIAA1598","KIAA1598","KIAA1598","grey"
"CHST13","CHST13","CHST13","turquoise"
"SLC8A1","SLC8A1","SLC8A1","turquoise"
"EIF4B","EIF4B","EIF4B","grey"
"TSSC4","TSSC4","TSSC4","grey"
"RPL37","RPL37","RPL37","grey"
"TAX1BP3","TAX1BP3","TAX1BP3","blue"
"PPID","PPID","PPID","purple"
"RHBDD2","RHBDD2","RHBDD2","pink"
"TPP1","TPP1","TPP1","green"
"C21orf71","C21orf71","C21orf71","turquoise"
"CA8","CA8","CA8","brown"
"MMAB","MMAB","MMAB","grey"
"PPP2R3B","PPP2R3B","PPP2R3B","grey"
"PARP4","PARP4","PARP4","blue"
"DENND2C","DENND2C","DENND2C","grey"
"CTNNA2","CTNNA2","CTNNA2","turquoise"
"AKAP12","AKAP12","AKAP12","grey"
"NAGS","NAGS","NAGS","blue"
"DFNA5","DFNA5","DFNA5","turquoise"
"RUFY3","RUFY3","RUFY3","turquoise"
"CCDC8","CCDC8","CCDC8","grey"
"VPRBP","VPRBP","VPRBP","grey"
"TCEAL5","TCEAL5","TCEAL5","turquoise"
"DUSP23","DUSP23","DUSP23","grey"
"C1orf54","C1orf54","C1orf54","grey"
"TIMM10","TIMM10","TIMM10","red"
"STXBP5","STXBP5","STXBP5","turquoise"
"EZH2","EZH2","EZH2","grey"
"COPS4","COPS4","COPS4","turquoise"
"PSTPIP1","PSTPIP1","PSTPIP1","grey"
"PARD6A","PARD6A","PARD6A","pink"
"POGK","POGK","POGK","brown"
"SETD4","SETD4","SETD4","grey"
"VDAC1","VDAC1","VDAC1","turquoise"
"KCNJ9","KCNJ9","KCNJ9","turquoise"
"ALDH7A1","ALDH7A1","ALDH7A1","grey"
"PLA2G4C","PLA2G4C","PLA2G4C","grey"
"SALL2","SALL2","SALL2","grey"
"AGBL3","AGBL3","AGBL3","grey"
"HIST2H2AC","HIST2H2AC","HIST2H2AC","grey"
"TMOD1","TMOD1","TMOD1","grey"
"HIF1A","HIF1A","HIF1A","blue"
"NDUFAB1","NDUFAB1","NDUFAB1","turquoise"
"CDS1","CDS1","CDS1","turquoise"
"ANK2","ANK2","ANK2","turquoise"
"MRPL21","MRPL21","MRPL21","turquoise"
"SOAT1","SOAT1","SOAT1","black"
"CD97","CD97","CD97","grey"
"SPRED2","SPRED2","SPRED2","red"
"ARMC1","ARMC1","ARMC1","turquoise"
"BAI1","BAI1","BAI1","red"
"SIPA1L2","SIPA1L2","SIPA1L2","red"
"CACNA1A","CACNA1A","CACNA1A","grey"
"FRAT2","FRAT2","FRAT2","brown"
"ELN","ELN","ELN","grey"
"MTRR","MTRR","MTRR","grey"
"IGFBP6","IGFBP6","IGFBP6","grey"
"TEKT2","TEKT2","TEKT2","grey"
"PTPN1","PTPN1","PTPN1","grey"
"NOTCH2","NOTCH2","NOTCH2","blue"
"SLC5A6","SLC5A6","SLC5A6","grey"
"CPEB4","CPEB4","CPEB4","grey"
"PITPNC1","PITPNC1","PITPNC1","grey"
"APBB2","APBB2","APBB2","grey"
"ZNF77","ZNF77","ZNF77","turquoise"
"BDKRB2","BDKRB2","BDKRB2","grey"
"COX7A2","COX7A2","COX7A2","turquoise"
"C10orf90","C10orf90","C10orf90","grey"
"SUV420H1","SUV420H1","SUV420H1","grey"
"GTF2I","GTF2I","GTF2I","grey"
"ZDHHC20","ZDHHC20","ZDHHC20","grey"
"TNFRSF6B","TNFRSF6B","TNFRSF6B","grey"
"SP110","SP110","SP110","blue"
"CAPN13","CAPN13","CAPN13","grey"
"KIAA1045","KIAA1045","KIAA1045","turquoise"
"SC5DL","SC5DL","SC5DL","turquoise"
"TNFAIP8L2","TNFAIP8L2","TNFAIP8L2","black"
"TUBGCP6","TUBGCP6","TUBGCP6","grey"
"MPPED2","MPPED2","MPPED2","turquoise"
"RAPGEF6","RAPGEF6","RAPGEF6","grey"
"CAMLG","CAMLG","CAMLG","turquoise"
"MEF2D","MEF2D","MEF2D","yellow"
"NSUN2","NSUN2","NSUN2","grey"
"TMEFF2","TMEFF2","TMEFF2","turquoise"
"HLF","HLF","HLF","turquoise"
"TOLLIP","TOLLIP","TOLLIP","grey"
"NUP50","NUP50","NUP50","grey"
"USP40","USP40","USP40","grey"
"NMNAT1","NMNAT1","NMNAT1","grey"
"ZNF658","ZNF658","ZNF658","turquoise"
"ZNF14","ZNF14","ZNF14","grey"
"NBPF10","NBPF10","NBPF10","grey"
"RAVER1","RAVER1","RAVER1","grey"
"NOL9","NOL9","NOL9","grey"
"PHB","PHB","PHB","brown"
"MRPL52","MRPL52","MRPL52","yellow"
"PBXIP1","PBXIP1","PBXIP1","green"
"PLCB4","PLCB4","PLCB4","grey"
"CCND2","CCND2","CCND2","turquoise"
"HIST3H2A","HIST3H2A","HIST3H2A","magenta"
"KATNAL2","KATNAL2","KATNAL2","grey"
"PTCHD1","PTCHD1","PTCHD1","grey"
"MICAL2","MICAL2","MICAL2","red"
"GNAO1","GNAO1","GNAO1","grey"
"LOXL1","LOXL1","LOXL1","blue"
"IMPAD1","IMPAD1","IMPAD1","turquoise"
"SLC25A3","SLC25A3","SLC25A3","turquoise"
"C20orf144","C20orf144","C20orf144","grey"
"ZNF404","ZNF404","ZNF404","grey"
"CTSK","CTSK","CTSK","greenyellow"
"SUMO3","SUMO3","SUMO3","magenta"
"XRCC6BP1","XRCC6BP1","XRCC6BP1","turquoise"
"IL1RAP","IL1RAP","IL1RAP","grey"
"SPSB4","SPSB4","SPSB4","grey"
"PLEKHG1","PLEKHG1","PLEKHG1","blue"
"GMFG","GMFG","GMFG","black"
"C10orf47","C10orf47","C10orf47","blue"
"STAT1","STAT1","STAT1","turquoise"
"SESTD1","SESTD1","SESTD1","grey"
"PSRC1","PSRC1","PSRC1","grey"
"RDH11","RDH11","RDH11","grey"
"PTP4A3","PTP4A3","PTP4A3","grey"
"ZNF559","ZNF559","ZNF559","grey"
"PRDM16","PRDM16","PRDM16","grey"
"TIMELESS","TIMELESS","TIMELESS","brown"
"PLCB2","PLCB2","PLCB2","black"
"ARHGAP21","ARHGAP21","ARHGAP21","grey"
"FKBP1A","FKBP1A","FKBP1A","yellow"
"GSTM2","GSTM2","GSTM2","brown"
"RASGRF2","RASGRF2","RASGRF2","pink"
"IRF2","IRF2","IRF2","brown"
"NPR2","NPR2","NPR2","grey"
"UACA","UACA","UACA","grey"
"NUBP2","NUBP2","NUBP2","grey"
"PPP1R14B","PPP1R14B","PPP1R14B","brown"
"ACHE","ACHE","ACHE","yellow"
"PRKRA","PRKRA","PRKRA","grey"
"C16orf70","C16orf70","C16orf70","grey"
"ZNF334","ZNF334","ZNF334","turquoise"
"NKX2-2","NKX2-2","NKX2-2","grey"
"PPP2R1A","PPP2R1A","PPP2R1A","pink"
"BCL11A","BCL11A","BCL11A","turquoise"
"ARFIP1","ARFIP1","ARFIP1","grey"
"EPDR1","EPDR1","EPDR1","turquoise"
"NHSL1","NHSL1","NHSL1","blue"
"TRIM8","TRIM8","TRIM8","brown"
"HIGD2A","HIGD2A","HIGD2A","yellow"
"PACSIN1","PACSIN1","PACSIN1","turquoise"
"ANGPTL6","ANGPTL6","ANGPTL6","turquoise"
"RNF126","RNF126","RNF126","turquoise"
"PLCL2","PLCL2","PLCL2","red"
"IRF2BP2","IRF2BP2","IRF2BP2","brown"
"HSPA4","HSPA4","HSPA4","purple"
"SLC1A4","SLC1A4","SLC1A4","grey"
"KCNK10","KCNK10","KCNK10","grey"
"COL12A1","COL12A1","COL12A1","grey"
"MAST1","MAST1","MAST1","brown"
"IQSEC3","IQSEC3","IQSEC3","grey"
"HMGN3","HMGN3","HMGN3","grey"
"MYH7B","MYH7B","MYH7B","grey"
"CASKIN2","CASKIN2","CASKIN2","brown"
"CDKN2A","CDKN2A","CDKN2A","grey"
"COPE","COPE","COPE","grey"
"DUSP10","DUSP10","DUSP10","grey"
"RPL22L1","RPL22L1","RPL22L1","blue"
"ZNF577","ZNF577","ZNF577","grey"
"TJP1","TJP1","TJP1","grey"
"GH2","GH2","GH2","grey"
"PCSK5","PCSK5","PCSK5","grey"
"ST3GAL5","ST3GAL5","ST3GAL5","grey"
"UNC93B1","UNC93B1","UNC93B1","black"
"SUSD4","SUSD4","SUSD4","turquoise"
"PGPEP1","PGPEP1","PGPEP1","grey"
"GFPT2","GFPT2","GFPT2","grey"
"PDXK","PDXK","PDXK","turquoise"
"SUPT6H","SUPT6H","SUPT6H","yellow"
"BARD1","BARD1","BARD1","grey"
"TEF","TEF","TEF","grey"
"UBLCP1","UBLCP1","UBLCP1","turquoise"
"SIGIRR","SIGIRR","SIGIRR","green"
"TIAM1","TIAM1","TIAM1","turquoise"
"PDIK1L","PDIK1L","PDIK1L","grey"
"PAPSS2","PAPSS2","PAPSS2","grey"
"WHSC1","WHSC1","WHSC1","turquoise"
"PHOSPHO2","PHOSPHO2","PHOSPHO2","grey"
"ZNF643","ZNF643","ZNF643","grey"
"BAHCC1","BAHCC1","BAHCC1","grey"
"RNF130","RNF130","RNF130","blue"
"OSBPL6","OSBPL6","OSBPL6","grey"
"HEY2","HEY2","HEY2","grey"
"HMGCR","HMGCR","HMGCR","turquoise"
"CHIC2","CHIC2","CHIC2","brown"
"C16orf5","C16orf5","C16orf5","brown"
"PRR4","PRR4","PRR4","turquoise"
"SLC6A13","SLC6A13","SLC6A13","greenyellow"
"ANKRD13C","ANKRD13C","ANKRD13C","turquoise"
"EMR2","EMR2","EMR2","grey"
"MCAM","MCAM","MCAM","grey"
"PADI2","PADI2","PADI2","grey"
"SLC38A1","SLC38A1","SLC38A1","grey"
"EFHD2","EFHD2","EFHD2","grey"
"PRICKLE2","PRICKLE2","PRICKLE2","yellow"
"ATP6AP2","ATP6AP2","ATP6AP2","turquoise"
"CLTB","CLTB","CLTB","yellow"
