"","GeneL","modulesA1L"
"1724","NEBL","HuAgeDis_02"
"1725","OTUD4","HuAgeDis_03"
"1726","CHODL","HuAgeDis_00"
"1727","SSBP4","HuAgeDis_08"
"1728","VPS13D","HuAgeDis_00"
"1729","FAIM2","HuAgeDis_09"
"1730","SBF1","HuAgeDis_00"
"1731","ITGAX","HuAgeDis_00"
"1732","CUL1","HuAgeDis_01"
"1733","PARD3","HuAgeDis_05"
"1734","MAD2L1","HuAgeDis_01"
"1735","BAALC","HuAgeDis_01"
"1736","CHAF1B","HuAgeDis_01"
"1737","EN2","HuAgeDis_00"
"1738","SERF1A","HuAgeDis_01"
"1739","ELOVL1","HuAgeDis_00"
"1740","CMYA5","HuAgeDis_00"
"1741","MDM4","HuAgeDis_00"
"1742","SPG20","HuAgeDis_03"
"1743","GABARAPL3","HuAgeDis_01"
"1744","CHD9","HuAgeDis_00"
"1745","UNG","HuAgeDis_05"
"1746","SLC25A22","HuAgeDis_08"
"1747","PHGDH","HuAgeDis_03"
"1748","CAPZA2","HuAgeDis_01"
"1749","ATM","HuAgeDis_00"
"1750","ATP1B2","HuAgeDis_00"
"1751","ACSL1","HuAgeDis_02"
"1752","SDS","HuAgeDis_00"
"1753","RGS12","HuAgeDis_01"
"1754","EPC1","HuAgeDis_00"
"1755","UBE2NL","HuAgeDis_01"
"1756","ELP4","HuAgeDis_00"
"1757","SLC15A3","HuAgeDis_07"
"1758","ARRB1","HuAgeDis_05"
"1759","HEPH","HuAgeDis_02"
"1760","NPPC","HuAgeDis_00"
"1761","SLC24A1","HuAgeDis_00"
"1762","BMPR1A","HuAgeDis_02"
"1763","TRIM44","HuAgeDis_01"
"1764","NMB","HuAgeDis_00"
"1765","PPAPDC1A","HuAgeDis_03"
"1766","PPM1K","HuAgeDis_00"
"1767","C5orf24","HuAgeDis_00"
"1768","SLC2A11","HuAgeDis_01"
"1769","VLDLR","HuAgeDis_01"
"1770","VPS29","HuAgeDis_01"
"1771","SEZ6L","HuAgeDis_06"
"1772","NAV3","HuAgeDis_01"
"1773","ATP10A","HuAgeDis_00"
"1774","AKAP8","HuAgeDis_00"
"1775","DAAM2","HuAgeDis_00"
"1776","SLC25A32","HuAgeDis_00"
"1777","TMCO4","HuAgeDis_02"
"1778","ATP2A2","HuAgeDis_06"
"1779","LRP2BP","HuAgeDis_00"
"1780","BRWD1","HuAgeDis_03"
"1781","DTX4","HuAgeDis_01"
"1782","SPATA20","HuAgeDis_00"
"1783","ATN1","HuAgeDis_00"
"1784","RALGDS","HuAgeDis_00"
"1785","PLEKHG3","HuAgeDis_00"
"1786","DLAT","HuAgeDis_01"
"1787","PSAP","HuAgeDis_00"
"1788","STAR","HuAgeDis_01"
"1789","EPS8","HuAgeDis_11"
"1790","GSK3B","HuAgeDis_00"
"1791","PDIA2","HuAgeDis_00"
"1792","GSTZ1","HuAgeDis_01"
"1793","TNFAIP2","HuAgeDis_00"
"1794","C10orf35","HuAgeDis_01"
"1795","RTKN","HuAgeDis_05"
"1796","CBFA2T3","HuAgeDis_08"
"1797","AFF1","HuAgeDis_02"
"1798","GPR37","HuAgeDis_00"
"1799","SFPQ","HuAgeDis_01"
"1800","XKR4","HuAgeDis_01"
"1801","PJA2","HuAgeDis_01"
"1802","PRMT2","HuAgeDis_00"
"1803","LRFN2","HuAgeDis_01"
"1804","ANKDD1A","HuAgeDis_00"
"1805","CHCHD2","HuAgeDis_01"
"1806","MAFK","HuAgeDis_00"
"1807","C8orf33","HuAgeDis_01"
"1808","RBM14","HuAgeDis_03"
"1809","INPPL1","HuAgeDis_05"
"1810","ADAM19","HuAgeDis_00"
"1811","ATXN7L3","HuAgeDis_04"
"1812","USP6","HuAgeDis_00"
"1813","PPAPDC1B","HuAgeDis_02"
"1814","STAT4","HuAgeDis_01"
"1815","YWHAB","HuAgeDis_01"
"1816","FKBP11","HuAgeDis_00"
"1817","FBN3","HuAgeDis_01"
"1818","ADCY1","HuAgeDis_01"
"1819","LAT","HuAgeDis_00"
"1820","WDR6","HuAgeDis_03"
"1821","ZFP28","HuAgeDis_00"
"1822","PEG3","HuAgeDis_00"
"1823","TPSG1","HuAgeDis_00"
"1824","PCDH20","HuAgeDis_06"
"1825","FNDC3B","HuAgeDis_02"
"1826","PIP5K1C","HuAgeDis_04"
"1827","CD9","HuAgeDis_00"
"1828","KCNMA1","HuAgeDis_00"
"1829","ABCG1","HuAgeDis_00"
"1830","ANKRD13B","HuAgeDis_04"
"1831","RFX3","HuAgeDis_00"
"1832","SPA17","HuAgeDis_01"
"1833","RAB3D","HuAgeDis_00"
"1834","GPR155","HuAgeDis_01"
"1835","SDF2L1","HuAgeDis_00"
"1836","C6orf115","HuAgeDis_01"
"1837","NINJ2","HuAgeDis_00"
"1838","ABCB1","HuAgeDis_00"
"1839","GMPR","HuAgeDis_05"
"1840","WBP5","HuAgeDis_10"
"1841","KCNQ1OT1","HuAgeDis_00"
"1842","PREP","HuAgeDis_01"
"1843","TM4SF1","HuAgeDis_00"
"1844","CEP290","HuAgeDis_00"
"1845","FAM27A","HuAgeDis_00"
"1846","AMH","HuAgeDis_00"
"1847","TCEAL7","HuAgeDis_01"
"1848","AHSA1","HuAgeDis_10"
"1849","PHF14","HuAgeDis_01"
"1850","CORO2A","HuAgeDis_01"
"1851","PCLO","HuAgeDis_01"
"1852","CABLES1","HuAgeDis_00"
"1853","SPATA13","HuAgeDis_05"
"1854","KCNMB4","HuAgeDis_01"
"1855","SYNE2","HuAgeDis_02"
"1856","SAP30","HuAgeDis_03"
"1857","SLCO2B1","HuAgeDis_07"
"1858","SARDH","HuAgeDis_00"
"1859","TBL1X","HuAgeDis_05"
"1860","NEK3","HuAgeDis_00"
"1861","DOK1","HuAgeDis_07"
"1862","PDIA3","HuAgeDis_00"
"1863","TNFAIP8","HuAgeDis_11"
"1864","GPR125","HuAgeDis_02"
"1865","MSN","HuAgeDis_02"
"1866","TPM1","HuAgeDis_00"
"1867","ITGB5","HuAgeDis_05"
"1868","FRMPD4","HuAgeDis_01"
"1869","MVP","HuAgeDis_02"
"1870","TEAD1","HuAgeDis_02"
"1871","ARHGAP26","HuAgeDis_00"
"1872","CYP4V2","HuAgeDis_00"
"1873","MAP3K13","HuAgeDis_01"
"1874","HS6ST1","HuAgeDis_04"
"1875","MYO7A","HuAgeDis_07"
"1876","AUH","HuAgeDis_01"
"1877","RFFL","HuAgeDis_04"
"1878","MARCKSL1","HuAgeDis_00"
"1879","TMEM35","HuAgeDis_01"
"1880","SYNGR3","HuAgeDis_06"
"1881","HHIP","HuAgeDis_00"
"1882","MYH9","HuAgeDis_03"
"1883","CHST7","HuAgeDis_00"
"1884","SORCS2","HuAgeDis_00"
"1885","ADRA2C","HuAgeDis_00"
"1886","ACTA1","HuAgeDis_00"
"1887","ADAMTS14","HuAgeDis_00"
"1888","TNPO1","HuAgeDis_00"
"1889","C1orf27","HuAgeDis_00"
"1890","SYNPO2","HuAgeDis_01"
"1891","ADRBK2","HuAgeDis_01"
"1892","SORBS3","HuAgeDis_03"
"1893","EBPL","HuAgeDis_00"
"1894","ZFYVE16","HuAgeDis_01"
"1895","VCX","HuAgeDis_00"
"1896","KLHL5","HuAgeDis_00"
"1897","SUB1","HuAgeDis_01"
"1898","CEP135","HuAgeDis_00"
"1899","CBFB","HuAgeDis_02"
"1900","YEATS4","HuAgeDis_01"
"1901","KAZALD1","HuAgeDis_01"
"1902","ACSS1","HuAgeDis_00"
"1903","NTN4","HuAgeDis_01"
"1904","KCNJ6","HuAgeDis_06"
"1905","FAM82B","HuAgeDis_00"
"1906","SLC40A1","HuAgeDis_00"
"1907","IRF3","HuAgeDis_03"
"1908","CDCA7","HuAgeDis_00"
"1909","ARHGEF9","HuAgeDis_01"
"1910","OGFOD2","HuAgeDis_01"
"1911","CREBBP","HuAgeDis_04"
"1912","C6orf204","HuAgeDis_00"
"1913","GLUD1","HuAgeDis_00"
"1914","BCAT2","HuAgeDis_03"
"1915","AK3","HuAgeDis_02"
"1916","SOX11","HuAgeDis_01"
"1917","CCDC91","HuAgeDis_01"
"1918","CYP4F2","HuAgeDis_00"
"1919","MBD3","HuAgeDis_04"
"1920","TNXB","HuAgeDis_02"
"1921","MGMT","HuAgeDis_00"
"1922","NBPF11","HuAgeDis_00"
"1923","NPTN","HuAgeDis_01"
"1924","TCEAL3","HuAgeDis_01"
"1925","NES","HuAgeDis_05"
"1926","FSTL5","HuAgeDis_01"
"1927","KIAA1407","HuAgeDis_00"
"1928","FXR2","HuAgeDis_04"
"1929","NRAS","HuAgeDis_00"
"1930","TAGLN3","HuAgeDis_01"
"1931","TRIB2","HuAgeDis_01"
"1932","TSNARE1","HuAgeDis_00"
"1933","CDH19","HuAgeDis_00"
"1934","RAB3GAP2","HuAgeDis_00"
"1935","MPP3","HuAgeDis_04"
"1936","CDC42EP4","HuAgeDis_05"
"1937","HPN","HuAgeDis_00"
"1938","RPL23A","HuAgeDis_00"
"1939","TSC22D1","HuAgeDis_00"
"1940","RHOH","HuAgeDis_00"
"1941","TRMT5","HuAgeDis_01"
"1942","RAI14","HuAgeDis_02"
"1943","SOX8","HuAgeDis_00"
"1944","SLC44A1","HuAgeDis_02"
"1945","SLC13A3","HuAgeDis_11"
"1946","EGLN3","HuAgeDis_05"
"1947","MUC20","HuAgeDis_00"
"1948","PRCP","HuAgeDis_05"
"1949","C1QTNF5","HuAgeDis_05"
"1950","IFT140","HuAgeDis_05"
"1951","ATP10D","HuAgeDis_00"
"1952","SYT12","HuAgeDis_01"
"1953","BAX","HuAgeDis_00"
"1954","PHF16","HuAgeDis_03"
"1955","APLN","HuAgeDis_05"
"1956","KIAA1109","HuAgeDis_00"
"1957","PARP10","HuAgeDis_05"
"1958","TBL1XR1","HuAgeDis_00"
"1959","FAM83H","HuAgeDis_01"
"1960","HSPA5","HuAgeDis_00"
"1961","RASAL2","HuAgeDis_00"
"1962","RHBDL2","HuAgeDis_00"
"1963","CHST2","HuAgeDis_06"
"1964","FOXP1","HuAgeDis_00"
"1965","TLR4","HuAgeDis_02"
"1966","POLR3K","HuAgeDis_01"
"1967","NUDT9P1","HuAgeDis_00"
"1968","ALDH3A2","HuAgeDis_05"
"1969","CHMP4B","HuAgeDis_01"
"1970","C19orf33","HuAgeDis_00"
"1971","FAP","HuAgeDis_00"
"1972","PCGF1","HuAgeDis_04"
"1973","BTBD11","HuAgeDis_06"
"1974","HMGB2","HuAgeDis_00"
"1975","JRKL","HuAgeDis_00"
"1976","RTN2","HuAgeDis_08"
"1977","NLE1","HuAgeDis_01"
"1978","LY6H","HuAgeDis_00"
"1979","NPAS3","HuAgeDis_00"
"1980","SLC30A10","HuAgeDis_00"
"1981","BRMS1L","HuAgeDis_01"
"1982","CFD","HuAgeDis_00"
"1983","RHOC","HuAgeDis_02"
"1984","CPLX1","HuAgeDis_00"
"1985","NEK1","HuAgeDis_00"
"1986","SGIP1","HuAgeDis_01"
"1987","LDHA","HuAgeDis_01"
"1988","CARD10","HuAgeDis_02"
"1989","SEPT8","HuAgeDis_05"
"1990","GPM6A","HuAgeDis_01"
"1991","ZMAT1","HuAgeDis_00"
"1992","ARL6IP6","HuAgeDis_05"
"1993","CACNA1C","HuAgeDis_00"
"1994","BAI2","HuAgeDis_06"
"1995","SCARF1","HuAgeDis_05"
"1996","TSPAN14","HuAgeDis_03"
"1997","NBPF14","HuAgeDis_00"
"1998","HBP1","HuAgeDis_02"
"1999","KLHL8","HuAgeDis_01"
"2000","MLLT6","HuAgeDis_00"
"2001","SLC24A3","HuAgeDis_06"
"2002","SCOC","HuAgeDis_01"
"2003","PPP3CA","HuAgeDis_01"
"2004","BAIAP2","HuAgeDis_03"
"2005","MECP2","HuAgeDis_04"
"2006","TRAPPC5","HuAgeDis_00"
"2007","ADSS","HuAgeDis_01"
"2008","COTL1","HuAgeDis_02"
"2009","SLC25A25","HuAgeDis_01"
"2010","SLC24A4","HuAgeDis_00"
"2011","LYN","HuAgeDis_07"
"2012","FGD6","HuAgeDis_00"
"2013","HBEGF","HuAgeDis_00"
"2014","DHCR24","HuAgeDis_00"
"2015","PTPRU","HuAgeDis_02"
"2016","NEK9","HuAgeDis_00"
"2017","KHDRBS3","HuAgeDis_00"
"2018","DDAH2","HuAgeDis_05"
"2019","AGA","HuAgeDis_00"
"2020","TRPS1","HuAgeDis_02"
"2021","ALAD","HuAgeDis_00"
"2022","IGFBP7","HuAgeDis_00"
"2023","SERPINF1","HuAgeDis_01"
"2024","FEN1","HuAgeDis_01"
"2025","C1QL2","HuAgeDis_00"
"2026","CLIC4","HuAgeDis_11"
"2027","SEMA6B","HuAgeDis_08"
"2028","PPAP2A","HuAgeDis_02"
"2029","CENPE","HuAgeDis_00"
"2030","RCSD1","HuAgeDis_07"
"2031","PER3","HuAgeDis_00"
"2032","SPECC1","HuAgeDis_01"
"2033","RPL13A","HuAgeDis_00"
"2034","ZDHHC21","HuAgeDis_01"
"2035","OLIG2","HuAgeDis_00"
"2036","KIF3C","HuAgeDis_06"
"2037","EPHA10","HuAgeDis_01"
"2038","SSR1","HuAgeDis_02"
"2039","FLCN","HuAgeDis_03"
"2040","DHRS4","HuAgeDis_03"
"2041","MYOZ3","HuAgeDis_01"
"2042","MTM1","HuAgeDis_02"
"2043","ELAVL4","HuAgeDis_01"
"2044","FBXO32","HuAgeDis_00"
"2045","SYT17","HuAgeDis_06"
"2046","ULK2","HuAgeDis_03"
"2047","CBR3","HuAgeDis_00"
"2048","NPFF","HuAgeDis_03"
"2049","CPS1","HuAgeDis_00"
"2050","ZNF92","HuAgeDis_00"
"2051","EPHA4","HuAgeDis_06"
"2052","KIAA1598","HuAgeDis_00"
"2053","CHST13","HuAgeDis_01"
"2054","SLC8A1","HuAgeDis_01"
"2055","EIF4B","HuAgeDis_00"
"2056","TSSC4","HuAgeDis_00"
"2057","RPL37","HuAgeDis_00"
"2058","TAX1BP3","HuAgeDis_02"
"2059","PPID","HuAgeDis_10"
"2060","RHBDD2","HuAgeDis_08"
"2061","TPP1","HuAgeDis_05"
"2062","C21orf71","HuAgeDis_01"
"2063","CA8","HuAgeDis_03"
"2064","MMAB","HuAgeDis_00"
"2065","PPP2R3B","HuAgeDis_00"
"2066","PARP4","HuAgeDis_02"
"2067","DENND2C","HuAgeDis_00"
"2068","CTNNA2","HuAgeDis_01"
"2069","AKAP12","HuAgeDis_00"
"2070","NAGS","HuAgeDis_02"
"2071","DFNA5","HuAgeDis_01"
"2072","RUFY3","HuAgeDis_01"
"2073","CCDC8","HuAgeDis_00"
"2074","VPRBP","HuAgeDis_00"
"2075","TCEAL5","HuAgeDis_01"
"2076","DUSP23","HuAgeDis_00"
"2077","C1orf54","HuAgeDis_00"
"2078","TIMM10","HuAgeDis_06"
"2079","STXBP5","HuAgeDis_01"
"2080","EZH2","HuAgeDis_00"
"2081","COPS4","HuAgeDis_01"
"2082","PSTPIP1","HuAgeDis_00"
"2083","PARD6A","HuAgeDis_08"
"2084","POGK","HuAgeDis_03"
"2085","SETD4","HuAgeDis_00"
"2086","VDAC1","HuAgeDis_01"
"2087","KCNJ9","HuAgeDis_01"
"2088","ALDH7A1","HuAgeDis_00"
"2089","PLA2G4C","HuAgeDis_00"
"2090","SALL2","HuAgeDis_00"
"2091","AGBL3","HuAgeDis_00"
"2092","HIST2H2AC","HuAgeDis_00"
"2093","TMOD1","HuAgeDis_00"
"2094","HIF1A","HuAgeDis_02"
"2095","NDUFAB1","HuAgeDis_01"
"2096","CDS1","HuAgeDis_01"
"2097","ANK2","HuAgeDis_01"
"2098","MRPL21","HuAgeDis_01"
"2099","SOAT1","HuAgeDis_07"
"2100","CD97","HuAgeDis_00"
"2101","SPRED2","HuAgeDis_06"
"2102","ARMC1","HuAgeDis_01"
"2103","BAI1","HuAgeDis_06"
"2104","SIPA1L2","HuAgeDis_06"
"2105","CACNA1A","HuAgeDis_00"
"2106","FRAT2","HuAgeDis_03"
"2107","ELN","HuAgeDis_00"
"2108","MTRR","HuAgeDis_00"
"2109","IGFBP6","HuAgeDis_00"
"2110","TEKT2","HuAgeDis_00"
"2111","PTPN1","HuAgeDis_00"
"2112","NOTCH2","HuAgeDis_02"
"2113","SLC5A6","HuAgeDis_00"
"2114","CPEB4","HuAgeDis_00"
"2115","PITPNC1","HuAgeDis_00"
"2116","APBB2","HuAgeDis_00"
"2117","ZNF77","HuAgeDis_01"
"2118","BDKRB2","HuAgeDis_00"
"2119","COX7A2","HuAgeDis_01"
"2120","C10orf90","HuAgeDis_00"
"2121","SUV420H1","HuAgeDis_00"
"2122","GTF2I","HuAgeDis_00"
"2123","ZDHHC20","HuAgeDis_00"
"2124","TNFRSF6B","HuAgeDis_00"
"2125","SP110","HuAgeDis_02"
"2126","CAPN13","HuAgeDis_00"
"2127","KIAA1045","HuAgeDis_01"
"2128","SC5DL","HuAgeDis_01"
"2129","TNFAIP8L2","HuAgeDis_07"
"2130","TUBGCP6","HuAgeDis_00"
"2131","MPPED2","HuAgeDis_01"
"2132","RAPGEF6","HuAgeDis_00"
"2133","CAMLG","HuAgeDis_01"
"2134","MEF2D","HuAgeDis_04"
"2135","NSUN2","HuAgeDis_00"
"2136","TMEFF2","HuAgeDis_01"
"2137","HLF","HuAgeDis_01"
"2138","TOLLIP","HuAgeDis_00"
"2139","NUP50","HuAgeDis_00"
"2140","USP40","HuAgeDis_00"
"2141","NMNAT1","HuAgeDis_00"
"2142","ZNF658","HuAgeDis_01"
"2143","ZNF14","HuAgeDis_00"
"2144","NBPF10","HuAgeDis_00"
"2145","RAVER1","HuAgeDis_00"
"2146","NOL9","HuAgeDis_00"
"2147","PHB","HuAgeDis_03"
"2148","MRPL52","HuAgeDis_04"
"2149","PBXIP1","HuAgeDis_05"
"2150","PLCB4","HuAgeDis_00"
"2151","CCND2","HuAgeDis_01"
"2152","HIST3H2A","HuAgeDis_09"
"2153","KATNAL2","HuAgeDis_00"
"2154","PTCHD1","HuAgeDis_00"
"2155","MICAL2","HuAgeDis_06"
"2156","GNAO1","HuAgeDis_00"
"2157","LOXL1","HuAgeDis_02"
"2158","IMPAD1","HuAgeDis_01"
"2159","SLC25A3","HuAgeDis_01"
"2160","C20orf144","HuAgeDis_00"
"2161","ZNF404","HuAgeDis_00"
"2162","CTSK","HuAgeDis_11"
"2163","SUMO3","HuAgeDis_09"
"2164","XRCC6BP1","HuAgeDis_01"
"2165","IL1RAP","HuAgeDis_00"
"2166","SPSB4","HuAgeDis_00"
"2167","PLEKHG1","HuAgeDis_02"
"2168","GMFG","HuAgeDis_07"
"2169","C10orf47","HuAgeDis_02"
"2170","STAT1","HuAgeDis_01"
"2171","SESTD1","HuAgeDis_00"
"2172","PSRC1","HuAgeDis_00"
"2173","RDH11","HuAgeDis_00"
"2174","PTP4A3","HuAgeDis_00"
"2175","ZNF559","HuAgeDis_00"
"2176","PRDM16","HuAgeDis_00"
"2177","TIMELESS","HuAgeDis_03"
"2178","PLCB2","HuAgeDis_07"
"2179","ARHGAP21","HuAgeDis_00"
"2180","FKBP1A","HuAgeDis_04"
"2181","GSTM2","HuAgeDis_03"
"2182","RASGRF2","HuAgeDis_08"
"2183","IRF2","HuAgeDis_03"
"2184","NPR2","HuAgeDis_00"
"2185","UACA","HuAgeDis_00"
"2186","NUBP2","HuAgeDis_00"
"2187","PPP1R14B","HuAgeDis_03"
"2188","ACHE","HuAgeDis_04"
"2189","PRKRA","HuAgeDis_00"
"2190","C16orf70","HuAgeDis_00"
"2191","ZNF334","HuAgeDis_01"
"2192","NKX2-2","HuAgeDis_00"
"2193","PPP2R1A","HuAgeDis_08"
"2194","BCL11A","HuAgeDis_01"
"2195","ARFIP1","HuAgeDis_00"
"2196","EPDR1","HuAgeDis_01"
"2197","NHSL1","HuAgeDis_02"
"2198","TRIM8","HuAgeDis_03"
"2199","HIGD2A","HuAgeDis_04"
"2200","PACSIN1","HuAgeDis_01"
"2201","ANGPTL6","HuAgeDis_01"
"2202","RNF126","HuAgeDis_01"
"2203","PLCL2","HuAgeDis_06"
"2204","IRF2BP2","HuAgeDis_03"
"2205","HSPA4","HuAgeDis_10"
"2206","SLC1A4","HuAgeDis_00"
"2207","KCNK10","HuAgeDis_00"
"2208","COL12A1","HuAgeDis_00"
"2209","MAST1","HuAgeDis_03"
"2210","IQSEC3","HuAgeDis_00"
"2211","HMGN3","HuAgeDis_00"
"2212","MYH7B","HuAgeDis_00"
"2213","CASKIN2","HuAgeDis_03"
"2214","CDKN2A","HuAgeDis_00"
"2215","COPE","HuAgeDis_00"
"2216","DUSP10","HuAgeDis_00"
"2217","RPL22L1","HuAgeDis_02"
"2218","ZNF577","HuAgeDis_00"
"2219","TJP1","HuAgeDis_00"
"2220","GH2","HuAgeDis_00"
"2221","PCSK5","HuAgeDis_00"
"2222","ST3GAL5","HuAgeDis_00"
"2223","UNC93B1","HuAgeDis_07"
"2224","SUSD4","HuAgeDis_01"
"2225","PGPEP1","HuAgeDis_00"
"2226","GFPT2","HuAgeDis_00"
"2227","PDXK","HuAgeDis_01"
"2228","SUPT6H","HuAgeDis_04"
"2229","BARD1","HuAgeDis_00"
"2230","TEF","HuAgeDis_00"
"2231","UBLCP1","HuAgeDis_01"
"2232","SIGIRR","HuAgeDis_05"
"2233","TIAM1","HuAgeDis_01"
"2234","PDIK1L","HuAgeDis_00"
"2235","PAPSS2","HuAgeDis_00"
"2236","WHSC1","HuAgeDis_01"
"2237","PHOSPHO2","HuAgeDis_00"
"2238","ZNF643","HuAgeDis_00"
"2239","BAHCC1","HuAgeDis_00"
"2240","RNF130","HuAgeDis_02"
"2241","OSBPL6","HuAgeDis_00"
"2242","HEY2","HuAgeDis_00"
"2243","HMGCR","HuAgeDis_01"
"2244","CHIC2","HuAgeDis_03"
"2245","C16orf5","HuAgeDis_03"
"2246","PRR4","HuAgeDis_01"
"2247","SLC6A13","HuAgeDis_11"
"2248","ANKRD13C","HuAgeDis_01"
"2249","EMR2","HuAgeDis_00"
"2250","MCAM","HuAgeDis_00"
"2251","PADI2","HuAgeDis_00"
"2252","SLC38A1","HuAgeDis_00"
"2253","EFHD2","HuAgeDis_00"
"2254","PRICKLE2","HuAgeDis_04"
"2255","ATP6AP2","HuAgeDis_01"
"2256","CLTB","HuAgeDis_04"
"2257","PRRG1","HuAgeDis_02"
"2258","MAP4K4","HuAgeDis_00"
"2259","C12orf47","HuAgeDis_00"
"2260","TRAPPC1","HuAgeDis_08"
"2261","PCSK2","HuAgeDis_01"
"2262","STRBP","HuAgeDis_01"
"2263","ITPA","HuAgeDis_01"
"2264","C18orf1","HuAgeDis_01"
"2265","SMO","HuAgeDis_05"
"2266","OCIAD2","HuAgeDis_01"
"2267","SENP3","HuAgeDis_04"
"2268","FABP5","HuAgeDis_00"
"2269","DPYS","HuAgeDis_01"
"2270","SAMD4B","HuAgeDis_00"
"2271","CREB3L2","HuAgeDis_11"
"2272","SLC4A8","HuAgeDis_00"
"2273","DYX1C1","HuAgeDis_01"
"2274","DPF3","HuAgeDis_00"
"2275","ZNF696","HuAgeDis_01"
"2276","ZNF673","HuAgeDis_02"
"2277","LRRC43","HuAgeDis_00"
"2278","B4GALNT4","HuAgeDis_00"
"2279","GLTP","HuAgeDis_00"
"2280","BMP7","HuAgeDis_00"
"2281","NFKB2","HuAgeDis_03"
"2282","PAFAH1B1","HuAgeDis_01"
"2283","PRRT1","HuAgeDis_03"
"2284","CCDC25","HuAgeDis_00"
"2285","CTDSP1","HuAgeDis_02"
"2286","RBM4","HuAgeDis_03"
"2287","MPPED1","HuAgeDis_01"
"2288","CCDC80","HuAgeDis_00"
"2289","CDC42BPA","HuAgeDis_00"
"2290","SNX10","HuAgeDis_01"
"2291","TMEM30A","HuAgeDis_01"
"2292","C15orf40","HuAgeDis_01"
"2293","GNG4","HuAgeDis_01"
"2294","GNG7","HuAgeDis_01"
"2295","FZD4","HuAgeDis_00"
"2296","PEX26","HuAgeDis_00"
"2297","ZNF574","HuAgeDis_04"
"2298","HSDL2","HuAgeDis_00"
"2299","TMED4","HuAgeDis_01"
"2300","IFI35","HuAgeDis_00"
"2301","ABLIM3","HuAgeDis_01"
"2302","DLK1","HuAgeDis_00"
"2303","TMEM51","HuAgeDis_00"
"2304","SRC","HuAgeDis_04"
"2305","OGFR","HuAgeDis_00"
"2306","PQLC3","HuAgeDis_00"
"2307","CDK7","HuAgeDis_01"
"2308","MARVELD1","HuAgeDis_00"
"2309","CADPS2","HuAgeDis_00"
"2310","ING2","HuAgeDis_01"
"2311","TNFSF13B","HuAgeDis_00"
"2312","SLC17A7","HuAgeDis_06"
"2313","TCF3","HuAgeDis_03"
"2314","CD81","HuAgeDis_02"
"2315","PAN3","HuAgeDis_00"
"2316","CUL5","HuAgeDis_00"
"2317","FGFR1","HuAgeDis_00"
"2318","SKIL","HuAgeDis_00"
"2319","DNAJC16","HuAgeDis_00"
"2320","STK36","HuAgeDis_03"
"2321","H2AFJ","HuAgeDis_02"
"2322","GNAZ","HuAgeDis_01"
"2323","USP27X","HuAgeDis_01"
"2324","PRSS3","HuAgeDis_06"
"2325","AK5","HuAgeDis_01"
"2326","TAF1B","HuAgeDis_00"
"2327","RHOU","HuAgeDis_00"
"2328","UST","HuAgeDis_01"
"2329","FDPS","HuAgeDis_01"
"2330","ZMYND15","HuAgeDis_07"
"2331","MAL","HuAgeDis_00"
"2332","GNAI3","HuAgeDis_02"
"2333","PTGES3","HuAgeDis_10"
"2334","ZNF232","HuAgeDis_00"
"2335","TAL1","HuAgeDis_07"
"2336","FEZ1","HuAgeDis_01"
"2337","SLC39A1","HuAgeDis_05"
"2338","PLCG2","HuAgeDis_07"
"2339","NBPF3","HuAgeDis_00"
"2340","EML3","HuAgeDis_05"
"2341","PLCXD3","HuAgeDis_01"
"2342","SYT4","HuAgeDis_01"
"2343","CD82","HuAgeDis_00"
"2344","CAMTA1","HuAgeDis_05"
"2345","MCTS1","HuAgeDis_01"
"2346","ACBD5","HuAgeDis_00"
"2347","HYI","HuAgeDis_03"
"2348","NUDT11","HuAgeDis_01"
"2349","JPH2","HuAgeDis_00"
"2350","TMED7","HuAgeDis_00"
"2351","CAPN2","HuAgeDis_05"
"2352","ADSSL1","HuAgeDis_00"
"2353","BCAN","HuAgeDis_00"
"2354","RAB40B","HuAgeDis_01"
"2355","ABI3","HuAgeDis_07"
"2356","UBL4A","HuAgeDis_01"
"2357","PDLIM3","HuAgeDis_00"
"2358","C12orf29","HuAgeDis_01"
"2359","SBF2","HuAgeDis_03"
"2360","FAM101B","HuAgeDis_00"
"2361","HIPK1","HuAgeDis_04"
"2362","LGALS8","HuAgeDis_01"
"2363","CMTM7","HuAgeDis_07"
"2364","ZNF502","HuAgeDis_00"
"2365","TGFA","HuAgeDis_00"
"2366","RPL9","HuAgeDis_00"
"2367","XKR6","HuAgeDis_00"
"2368","PHF10","HuAgeDis_05"
"2369","POLI","HuAgeDis_00"
"2370","AKAP8L","HuAgeDis_03"
"2371","SAP30L","HuAgeDis_03"
"2372","FLNB","HuAgeDis_00"
"2373","DNAJB2","HuAgeDis_10"
"2374","STK24","HuAgeDis_01"
"2375","NRCAM","HuAgeDis_01"
"2376","ARMC5","HuAgeDis_04"
"2377","SHANK1","HuAgeDis_00"
"2378","QKI","HuAgeDis_00"
"2379","YAP1","HuAgeDis_02"
"2380","ELL2","HuAgeDis_00"
"2381","COPS7A","HuAgeDis_01"
"2382","C1orf50","HuAgeDis_00"
"2383","TRAF1","HuAgeDis_00"
"2384","SGK3","HuAgeDis_02"
"2385","MLL3","HuAgeDis_00"
"2386","CASD1","HuAgeDis_00"
"2387","PTPRZ1","HuAgeDis_00"
"2388","ALCAM","HuAgeDis_00"
"2389","RPS6KA3","HuAgeDis_01"
"2390","CLDN3","HuAgeDis_00"
