fromNode	toNode	weight	direction	fromAltName	toAltName
UNC13C	GREM2	0.0225395382630534	undirected	UNC13C	GREM2
UNC13C	RELN	0.020541896741095	undirected	UNC13C	RELN
UNC13C	LDB2	0.0223208273046553	undirected	UNC13C	LDB2
UNC13C	DUSP26	0.02231783910507	undirected	UNC13C	DUSP26
UNC13C	GRB10	0.0238732458847939	undirected	UNC13C	GRB10
UNC13C	RAB3B	0.0243374848509237	undirected	UNC13C	RAB3B
UNC13C	FMN1	0.0291968195656089	undirected	UNC13C	FMN1
UNC13C	SATB1	0.0782083186542346	undirected	UNC13C	SATB1
UNC13C	TM6SF1	0.0246342769848308	undirected	UNC13C	TM6SF1
UNC13C	GLS2	0.0280576882209719	undirected	UNC13C	GLS2
UNC13C	PCDH15	0.0229672894911236	undirected	UNC13C	PCDH15
UNC13C	PITPNM3	0.0407212946727087	undirected	UNC13C	PITPNM3
UNC13C	DPY19L1	0.0311808935171885	undirected	UNC13C	DPY19L1
UNC13C	CDKL4	0.023121652960904	undirected	UNC13C	CDKL4
UNC13C	GARNL3	0.0348567504042146	undirected	UNC13C	GARNL3
UNC13C	OSBPL10	0.0202897810435597	undirected	UNC13C	OSBPL10
UNC13C	TMEM164	0.025292647332625	undirected	UNC13C	TMEM164
UNC13C	GRIK3	0.037326132771351	undirected	UNC13C	GRIK3
UNC13C	KCNF1	0.022144286624514	undirected	UNC13C	KCNF1
UNC13C	INTU	0.0229443188133699	undirected	UNC13C	INTU
UNC13C	MAPK11	0.0269830843868814	undirected	UNC13C	MAPK11
UNC13C	ZMAT4	0.0376908122979107	undirected	UNC13C	ZMAT4
UNC13C	GALNT13	0.0235026363012491	undirected	UNC13C	GALNT13
UNC13C	KIAA1217	0.0518778320682002	undirected	UNC13C	KIAA1217
UNC13C	ELAVL4	0.0364428566799168	undirected	UNC13C	ELAVL4
UNC13C	KLF6	0.0206655834153585	undirected	UNC13C	KLF6
UNC13C	HECW2	0.0312016208551678	undirected	UNC13C	HECW2
UNC13C	STX1A	0.0340127250396294	undirected	UNC13C	STX1A
UNC13C	FAM124A	0.022284265576749	undirected	UNC13C	FAM124A
UNC13C	CUX1	0.0221889401902133	undirected	UNC13C	CUX1
UNC13C	FUT9	0.0271711564500678	undirected	UNC13C	FUT9
UNC13C	HLF	0.0522046212443764	undirected	UNC13C	HLF
UNC13C	ASAP1	0.0633042264891319	undirected	UNC13C	ASAP1
UNC13C	PRRG3	0.0307540531727993	undirected	UNC13C	PRRG3
UNC13C	NGEF	0.0203982836867438	undirected	UNC13C	NGEF
UNC13C	PKNOX2	0.0320383872135659	undirected	UNC13C	PKNOX2
UNC13C	SERPINI1	0.0473725398540714	undirected	UNC13C	SERPINI1
UNC13C	GRM3	0.0236797892052099	undirected	UNC13C	GRM3
UNC13C	HS6ST2	0.029912888383806	undirected	UNC13C	HS6ST2
UNC13C	ELMO1	0.0365163211853574	undirected	UNC13C	ELMO1
UNC13C	RUNX1T1	0.0211322478745867	undirected	UNC13C	RUNX1T1
UNC13C	ARPP21	0.0375609244813034	undirected	UNC13C	ARPP21
UNC13C	GRIA4	0.0470129690424593	undirected	UNC13C	GRIA4
UNC13C	SLC8A3	0.0243936127768545	undirected	UNC13C	SLC8A3
UNC13C	CDS1	0.0493325088228192	undirected	UNC13C	CDS1
UNC13C	TENM3	0.0296406475011825	undirected	UNC13C	TENM3
UNC13C	CACNG3	0.0369131498007057	undirected	UNC13C	CACNG3
UNC13C	KCNC4	0.0318654113526811	undirected	UNC13C	KCNC4
UNC13C	CYB561	0.046332418873127	undirected	UNC13C	CYB561
UNC13C	ARHGAP32	0.0431014409982969	undirected	UNC13C	ARHGAP32
UNC13C	MTCL1	0.0218185262985188	undirected	UNC13C	MTCL1
UNC13C	PCGF5	0.0287155726105495	undirected	UNC13C	PCGF5
UNC13C	PTPRT	0.0292475756353004	undirected	UNC13C	PTPRT
UNC13C	CAMK1	0.0232655624993276	undirected	UNC13C	CAMK1
UNC13C	KCNJ9	0.0316640099462162	undirected	UNC13C	KCNJ9
LIN28B	GATM	0.0238802109322715	undirected	LIN28B	GATM
LIN28B	PLS1	0.0217554566010745	undirected	LIN28B	PLS1
ADAMTS18	PLP1	0.0348491954243697	undirected	ADAMTS18	PLP1
ADAMTS18	MOG	0.0295604559593452	undirected	ADAMTS18	MOG
ADAMTS18	TSPAN2	0.0420281753638725	undirected	ADAMTS18	TSPAN2
ADAMTS18	MAG	0.0267081575771575	undirected	ADAMTS18	MAG
ADAMTS18	ADAMTS4	0.0305438649170108	undirected	ADAMTS18	ADAMTS4
ADAMTS18	CNP	0.0351264138355411	undirected	ADAMTS18	CNP
ADAMTS18	MBP	0.0218801406150028	undirected	ADAMTS18	MBP
ADAMTS18	GAMT	0.022995302558777	undirected	ADAMTS18	GAMT
ADAMTS18	GJC2	0.0224081401633255	undirected	ADAMTS18	GJC2
ADAMTS18	PROM1	0.0244075253696438	undirected	ADAMTS18	PROM1
ADAMTS18	FA2H	0.0271510983283073	undirected	ADAMTS18	FA2H
ADAMTS18	KANK1	0.0200807369112829	undirected	ADAMTS18	KANK1
ADAMTS18	OLIG1	0.0240452803221522	undirected	ADAMTS18	OLIG1
ADAMTS18	SEMA6A	0.0291414650787631	undirected	ADAMTS18	SEMA6A
ADAMTS18	MCAM	0.0212370822520871	undirected	ADAMTS18	MCAM
ADAMTS18	GRAMD2B	0.0229002060927513	undirected	ADAMTS18	GRAMD2B
ADAMTS18	NFASC	0.0365533670016979	undirected	ADAMTS18	NFASC
ADAMTS18	DDR1	0.0289681721176064	undirected	ADAMTS18	DDR1
ADAMTS18	MARCKSL1	0.0243437798789027	undirected	ADAMTS18	MARCKSL1
ADAMTS18	PARVB	0.0364073360324996	undirected	ADAMTS18	PARVB
ADAMTS18	SIRT2	0.0345678300976177	undirected	ADAMTS18	SIRT2
ADAMTS18	SEMA4D	0.0270927731145287	undirected	ADAMTS18	SEMA4D
ADAMTS18	INPPL1	0.0285953441116384	undirected	ADAMTS18	INPPL1
ADAMTS18	TSPAN15	0.0211479958307253	undirected	ADAMTS18	TSPAN15
ADAMTS18	TRAF3	0.0237544140630421	undirected	ADAMTS18	TRAF3
ADAMTS18	SH3GL3	0.0242246508785511	undirected	ADAMTS18	SH3GL3
ADAMTS18	TBC1D16	0.0350697345021025	undirected	ADAMTS18	TBC1D16
ADAMTS18	MAP4K4	0.0446700280287901	undirected	ADAMTS18	MAP4K4
ADAMTS18	CERS2	0.0237203645953611	undirected	ADAMTS18	CERS2
ADAMTS18	TP53INP2	0.02395417885837	undirected	ADAMTS18	TP53INP2
ADAMTS18	ELOVL6	0.0211778696665952	undirected	ADAMTS18	ELOVL6
ADAMTS18	NCAN	0.0278965552756197	undirected	ADAMTS18	NCAN
SLC38A5	TSPAN2	0.0210154384495394	undirected	SLC38A5	TSPAN2
SLC38A5	NPNT	0.0239906911717666	undirected	SLC38A5	NPNT
SLC38A5	TBC1D16	0.0201835230414762	undirected	SLC38A5	TBC1D16
SLC38A5	MAP4K4	0.021513160550453	undirected	SLC38A5	MAP4K4
SLC38A5	ORAI2	0.0270450524968751	undirected	SLC38A5	ORAI2
GHRL	ZNF704	0.0424631099432685	undirected	GHRL	ZNF704
GHRL	WNK3	0.0510444366997277	undirected	GHRL	WNK3
GHRL	MED13	0.057471115919021	undirected	GHRL	MED13
GHRL	TAOK1	0.0552290757661869	undirected	GHRL	TAOK1
GHRL	LNPEP	0.0351918550770908	undirected	GHRL	LNPEP
GHRL	CEP350	0.0650047401839106	undirected	GHRL	CEP350
GHRL	KDM7A	0.0419705549935368	undirected	GHRL	KDM7A
GHRL	PRR14L	0.0393044232040291	undirected	GHRL	PRR14L
GHRL	SOGA1	0.0315474460216357	undirected	GHRL	SOGA1
GHRL	ZNF507	0.0327027717683404	undirected	GHRL	ZNF507
GHRL	KMT5B	0.0316591420884165	undirected	GHRL	KMT5B
GHRL	SLC9A7	0.0323798312470792	undirected	GHRL	SLC9A7
GHRL	USP54	0.0241045722358436	undirected	GHRL	USP54
GHRL	ZBTB37	0.041017294638908	undirected	GHRL	ZBTB37
GHRL	ETNK1	0.0298264908595845	undirected	GHRL	ETNK1
GHRL	ZNF483	0.0233927706063908	undirected	GHRL	ZNF483
GHRL	PLXNA1	0.0249706336022254	undirected	GHRL	PLXNA1
GHRL	HIPK2	0.0362647430261351	undirected	GHRL	HIPK2
GHRL	FYCO1	0.0400272779040821	undirected	GHRL	FYCO1
GHRL	ATM	0.0319330494655956	undirected	GHRL	ATM
GHRL	PDPR	0.02660205213906	undirected	GHRL	PDPR
GHRL	FAT4	0.0248640371374789	undirected	GHRL	FAT4
GHRL	KCNA1	0.034028449440865	undirected	GHRL	KCNA1
GHRL	STXBP5L	0.0350026576106114	undirected	GHRL	STXBP5L
GHRL	HIPK1	0.0353589308788555	undirected	GHRL	HIPK1
GHRL	TNR	0.0259030751391625	undirected	GHRL	TNR
GHRL	KLHL11	0.026398793158651	undirected	GHRL	KLHL11
GHRL	KIAA0355	0.0279283062875323	undirected	GHRL	KIAA0355
GHRL	HTT	0.0443118646179082	undirected	GHRL	HTT
GHRL	LYST	0.0402654866499876	undirected	GHRL	LYST
GHRL	ALDH5A1	0.0242636416537348	undirected	GHRL	ALDH5A1
GHRL	MRS2	0.0346561511529457	undirected	GHRL	MRS2
GHRL	DPP8	0.0278494775444631	undirected	GHRL	DPP8
GHRL	FAXC	0.0243603391100887	undirected	GHRL	FAXC
GHRL	ATP8A1	0.0354342385061084	undirected	GHRL	ATP8A1
GHRL	VPS13B	0.0429239716786659	undirected	GHRL	VPS13B
GHRL	NKTR	0.0332394229711494	undirected	GHRL	NKTR
GHRL	USF3	0.0468243005141079	undirected	GHRL	USF3
GHRL	KIAA1109	0.0376476610576845	undirected	GHRL	KIAA1109
GHRL	FAT1	0.0204906140078978	undirected	GHRL	FAT1
GHRL	SOS1	0.0201689853261259	undirected	GHRL	SOS1
GHRL	GABRB2	0.0219820535787549	undirected	GHRL	GABRB2
GHRL	KCNJ6	0.0202760768740134	undirected	GHRL	KCNJ6
GHRL	TET2	0.0280403426214938	undirected	GHRL	TET2
GHRL	CHD8	0.0239056436222781	undirected	GHRL	CHD8
GHRL	VPS13C	0.0324442333678642	undirected	GHRL	VPS13C
GHRL	GPRASP1	0.0211355725300217	undirected	GHRL	GPRASP1
GHRL	VPS13D	0.0530405267509508	undirected	GHRL	VPS13D
GHRL	UBR1	0.0300194404676796	undirected	GHRL	UBR1
GHRL	CAMSAP2	0.0450125512561748	undirected	GHRL	CAMSAP2
GHRL	MDN1	0.0452564196483074	undirected	GHRL	MDN1
GHRL	UBR4	0.0321466769330457	undirected	GHRL	UBR4
GHRL	SMG1	0.0521729951122329	undirected	GHRL	SMG1
FABP7	PLP1	0.0239353609128223	undirected	FABP7	PLP1
FABP7	MOG	0.0210212680160968	undirected	FABP7	MOG
FABP7	TSPAN2	0.0342973769543109	undirected	FABP7	TSPAN2
FABP7	ADAMTS4	0.0223947890096249	undirected	FABP7	ADAMTS4
FABP7	CNP	0.0244766205749145	undirected	FABP7	CNP
FABP7	GAMT	0.0238632506386776	undirected	FABP7	GAMT
FABP7	TMEM163	0.0207351039189257	undirected	FABP7	TMEM163
FABP7	PROM1	0.024525556609738	undirected	FABP7	PROM1
FABP7	DCX	0.022634423032782	undirected	FABP7	DCX
FABP7	PTPRO	0.0252276043272557	undirected	FABP7	PTPRO
FABP7	SEMA6A	0.027816434164451	undirected	FABP7	SEMA6A
FABP7	MMP15	0.0283645990250191	undirected	FABP7	MMP15
FABP7	GRAMD2B	0.0257421955461368	undirected	FABP7	GRAMD2B
FABP7	NFASC	0.0316201329540187	undirected	FABP7	NFASC
FABP7	DDR1	0.0205534914797572	undirected	FABP7	DDR1
FABP7	MARCKSL1	0.0269023743335852	undirected	FABP7	MARCKSL1
FABP7	PARVB	0.0343906974797166	undirected	FABP7	PARVB
FABP7	SIRT2	0.0291622498784728	undirected	FABP7	SIRT2
FABP7	SEMA4D	0.0226085438136373	undirected	FABP7	SEMA4D
FABP7	INPPL1	0.0238267543924865	undirected	FABP7	INPPL1
FABP7	MPZL1	0.0233128267634333	undirected	FABP7	MPZL1
FABP7	TRAF3	0.023783856598086	undirected	FABP7	TRAF3
FABP7	SH3GL3	0.0227701828138819	undirected	FABP7	SH3GL3
FABP7	TBC1D16	0.0325341028113936	undirected	FABP7	TBC1D16
FABP7	MAP4K4	0.0437363460033435	undirected	FABP7	MAP4K4
FABP7	DPYSL3	0.0242277048064609	undirected	FABP7	DPYSL3
FABP7	ELOVL6	0.0245859853278277	undirected	FABP7	ELOVL6
FABP7	NCAN	0.0317343278213543	undirected	FABP7	NCAN
ECT2	PLP1	0.020207980237686	undirected	ECT2	PLP1
ECT2	TSPAN2	0.0210875967431912	undirected	ECT2	TSPAN2
ECT2	CNP	0.0201223249506958	undirected	ECT2	CNP
NUPR1	SLC6A20	0.0223175683396226	undirected	NUPR1	SLC6A20
NUPR1	SERPING1	0.0382029620856512	undirected	NUPR1	SERPING1
NUPR1	RANBP3L	0.0293944303511713	undirected	NUPR1	RANBP3L
NUPR1	ANPEP	0.0200422745227232	undirected	NUPR1	ANPEP
NUPR1	COLEC12	0.0283946505855279	undirected	NUPR1	COLEC12
NUPR1	MRC2	0.0276344563494556	undirected	NUPR1	MRC2
NUPR1	BMP7	0.0231297932160946	undirected	NUPR1	BMP7
NUPR1	CP	0.0248518626941651	undirected	NUPR1	CP
NUPR1	FBLN1	0.0255709516774521	undirected	NUPR1	FBLN1
NUPR1	AHNAK	0.0229709328169869	undirected	NUPR1	AHNAK
NUPR1	ISLR	0.0206587990488831	undirected	NUPR1	ISLR
NUPR1	VTN	0.0373929310086632	undirected	NUPR1	VTN
PRPH	PTGER3	0.0300102737643287	undirected	PRPH	PTGER3
PRPH	CNTNAP3B	0.0288789535609148	undirected	PRPH	CNTNAP3B
PRPH	CNTNAP3C	0.0288789535609148	undirected	PRPH	CNTNAP3C
PRPH	CNTNAP3	0.0288789535609148	undirected	PRPH	CNTNAP3
PRPH	ZDHHC22	0.0272663341838612	undirected	PRPH	ZDHHC22
PRPH	COBL	0.0340203186050763	undirected	PRPH	COBL
PRPH	NECAB1	0.0377439120979579	undirected	PRPH	NECAB1
PRPH	RIMS3	0.0255836914627079	undirected	PRPH	RIMS3
PRPH	GSG1L	0.0216935912587181	undirected	PRPH	GSG1L
PRPH	TRIM66	0.0270609927847421	undirected	PRPH	TRIM66
PRPH	GRM4	0.0206408399162946	undirected	PRPH	GRM4
PRPH	CUX2	0.0264141718151328	undirected	PRPH	CUX2
PRPH	RSPO2	0.0219497508913651	undirected	PRPH	RSPO2
PRPH	OLFM2	0.0265487809666135	undirected	PRPH	OLFM2
PRPH	PLXND1	0.0218240511521723	undirected	PRPH	PLXND1
PRPH	LGI2	0.0387072844867645	undirected	PRPH	LGI2
PRPH	HIVEP1	0.0242734105565782	undirected	PRPH	HIVEP1
PRPH	DEPTOR	0.023552989108707	undirected	PRPH	DEPTOR
PRPH	GABRA3	0.0247126188138707	undirected	PRPH	GABRA3
PRPH	TMEM44	0.0230147232358952	undirected	PRPH	TMEM44
PRPH	CIT	0.0240475248414404	undirected	PRPH	CIT
PRPH	KCNT1	0.0249929646287465	undirected	PRPH	KCNT1
PRPH	TIMP2	0.0209152752406256	undirected	PRPH	TIMP2
PRPH	SATB1	0.03245294244526	undirected	PRPH	SATB1
PRPH	KIAA1217	0.0246451604696655	undirected	PRPH	KIAA1217
PRPH	ELAVL4	0.0208177058267155	undirected	PRPH	ELAVL4
PRPH	HLF	0.0212193433375831	undirected	PRPH	HLF
PRPH	SERPINI1	0.0267584092600936	undirected	PRPH	SERPINI1
PRPH	GRIA4	0.0275948477019343	undirected	PRPH	GRIA4
CHN2	DCX	0.0210782234022947	undirected	CHN2	DCX
EYA2	SERPING1	0.0243531184713993	undirected	EYA2	SERPING1
AP1M2	SATB2	0.0208035141949802	undirected	AP1M2	SATB2
AP1M2	ZDHHC22	0.0229400690824224	undirected	AP1M2	ZDHHC22
AP1M2	COBL	0.0292235495622763	undirected	AP1M2	COBL
AP1M2	NECAB1	0.0217103318528449	undirected	AP1M2	NECAB1
AP1M2	RIMS3	0.0263180581308478	undirected	AP1M2	RIMS3
AP1M2	CUX2	0.030203123353007	undirected	AP1M2	CUX2
AP1M2	OLFM2	0.028211511769947	undirected	AP1M2	OLFM2
AP1M2	LGI2	0.0281728112214829	undirected	AP1M2	LGI2
AP1M2	TMEM44	0.0228900317703737	undirected	AP1M2	TMEM44
AP1M2	CIT	0.0247601662759535	undirected	AP1M2	CIT
AP1M2	KCNT1	0.0211869015800809	undirected	AP1M2	KCNT1
AP1M2	SATB1	0.0237283018721329	undirected	AP1M2	SATB1
LRRC36	ACAP1	0.0202474305058063	undirected	LRRC36	ACAP1
LRRC36	DNAH6	0.0396575250922113	undirected	LRRC36	DNAH6
LRRC36	CCDC187	0.0216096823236751	undirected	LRRC36	CCDC187
LRRC36	CCDC170	0.0248640391311264	undirected	LRRC36	CCDC170
LRRC36	CFAP43	0.0328814722081497	undirected	LRRC36	CFAP43
LRRC36	ZIC2	0.0228826315812145	undirected	LRRC36	ZIC2
LRRC36	CDHR3	0.0255093074813692	undirected	LRRC36	CDHR3
CD48	TREM2	0.0275943868446838	undirected	CD48	TREM2
CD48	CTSS	0.038047765229598	undirected	CD48	CTSS
CD48	C1QA	0.0253887777497494	undirected	CD48	C1QA
CD48	MPEG1	0.0280896640203093	undirected	CD48	MPEG1
CD48	C1QC	0.0254817101877183	undirected	CD48	C1QC
CD48	C1QB	0.0280646338776105	undirected	CD48	C1QB
CD48	LAPTM5	0.0253190940095312	undirected	CD48	LAPTM5
CD48	SELPLG	0.0211656680333334	undirected	CD48	SELPLG
CD48	CSF1	0.0205962503774828	undirected	CD48	CSF1
SSPO	NIPAL4	0.0392268695711284	undirected	SSPO	NIPAL4
SSPO	KIF19	0.025427647844802	undirected	SSPO	KIF19
SSPO	PLP1	0.123152808249506	undirected	SSPO	PLP1
SSPO	ARPC1B	0.0586545123285301	undirected	SSPO	ARPC1B
SSPO	MOG	0.101389180497487	undirected	SSPO	MOG
SSPO	TSPAN2	0.114534148137637	undirected	SSPO	TSPAN2
SSPO	IL23A	0.0204585920614693	undirected	SSPO	IL23A
SSPO	TMEM125	0.0308522022944692	undirected	SSPO	TMEM125
SSPO	PDLIM2	0.0545274886791905	undirected	SSPO	PDLIM2
SSPO	UHRF1	0.0211264899637688	undirected	SSPO	UHRF1
SSPO	MAG	0.113703805330449	undirected	SSPO	MAG
SSPO	ADAMTS4	0.100921619570484	undirected	SSPO	ADAMTS4
SSPO	HSPG2	0.0251301960860338	undirected	SSPO	HSPG2
SSPO	CDC42EP2	0.0250067587075845	undirected	SSPO	CDC42EP2
SSPO	CNP	0.12345017175654	undirected	SSPO	CNP
SSPO	ERBB3	0.057168428419077	undirected	SSPO	ERBB3
SSPO	MBP	0.0996708311720507	undirected	SSPO	MBP
SSPO	GAMT	0.0283012997883225	undirected	SSPO	GAMT
SSPO	TMEM163	0.0221864498922311	undirected	SSPO	TMEM163
SSPO	NPTX2	0.0214135165381317	undirected	SSPO	NPTX2
SSPO	LPAR1	0.0771146602909172	undirected	SSPO	LPAR1
SSPO	GJC2	0.0607331786335015	undirected	SSPO	GJC2
SSPO	HHIP	0.0404112974175915	undirected	SSPO	HHIP
SSPO	ERMN	0.0249297530423044	undirected	SSPO	ERMN
SSPO	PROM1	0.0294442921235065	undirected	SSPO	PROM1
SSPO	SOX4	0.0209036998373379	undirected	SSPO	SOX4
SSPO	FA2H	0.0953180013715991	undirected	SSPO	FA2H
SSPO	ZNF488	0.0258878316262695	undirected	SSPO	ZNF488
SSPO	CARNS1	0.0259234236494052	undirected	SSPO	CARNS1
SSPO	GAL3ST1	0.0504238795066703	undirected	SSPO	GAL3ST1
SSPO	CARHSP1	0.027384435615364	undirected	SSPO	CARHSP1
SSPO	TSPAN18	0.0208039521202991	undirected	SSPO	TSPAN18
SSPO	GLTP	0.0600571588199985	undirected	SSPO	GLTP
SSPO	PLXNB3	0.0270389253048284	undirected	SSPO	PLXNB3
SSPO	MFSD2A	0.0282120394358347	undirected	SSPO	MFSD2A
SSPO	MYRF	0.0431054828223482	undirected	SSPO	MYRF
SSPO	SOGA1	0.0237755148356212	undirected	SSPO	SOGA1
SSPO	KANK1	0.0282873625097898	undirected	SSPO	KANK1
SSPO	OPALIN	0.0306698642428081	undirected	SSPO	OPALIN
SSPO	OLIG1	0.0611455179513882	undirected	SSPO	OLIG1
SSPO	DUSP15	0.0205981702510908	undirected	SSPO	DUSP15
SSPO	LIMS2	0.0346036843490484	undirected	SSPO	LIMS2
SSPO	AFAP1L1	0.0225361346214737	undirected	SSPO	AFAP1L1
SSPO	PADI2	0.0402336186246003	undirected	SSPO	PADI2
SSPO	COL4A1	0.0230732688006538	undirected	SSPO	COL4A1
SSPO	ZFP41	0.024015246730653	undirected	SSPO	ZFP41
SSPO	SOX10	0.0390479475898115	undirected	SSPO	SOX10
SSPO	SEMA6A	0.0510763671605385	undirected	SSPO	SEMA6A
SSPO	MCAM	0.034893372818252	undirected	SSPO	MCAM
SSPO	FGD3	0.0361908966376108	undirected	SSPO	FGD3
SSPO	NKIRAS2	0.0261886335439691	undirected	SSPO	NKIRAS2
SSPO	SPATA13	0.0209830192051601	undirected	SSPO	SPATA13
SSPO	CPM	0.0235147393911182	undirected	SSPO	CPM
SSPO	CHADL	0.0254210307849844	undirected	SSPO	CHADL
SSPO	MICALL1	0.029023585066407	undirected	SSPO	MICALL1
SSPO	GRAMD2B	0.0213665599481172	undirected	SSPO	GRAMD2B
SSPO	CD82	0.0255071513415064	undirected	SSPO	CD82
SSPO	PLEKHH1	0.036096063326153	undirected	SSPO	PLEKHH1
SSPO	NFASC	0.0637600713232366	undirected	SSPO	NFASC
SSPO	RHOG	0.0208121210799811	undirected	SSPO	RHOG
SSPO	ELOVL7	0.0242472359725208	undirected	SSPO	ELOVL7
SSPO	ELOVL1	0.0313953403148824	undirected	SSPO	ELOVL1
SSPO	PLEKHG1	0.0209775946534621	undirected	SSPO	PLEKHG1
SSPO	PHLDA3	0.0300639224579637	undirected	SSPO	PHLDA3
SSPO	TMEM88B	0.0202148392613829	undirected	SSPO	TMEM88B
SSPO	PLOD1	0.0323310752637393	undirected	SSPO	PLOD1
SSPO	B4GALT1	0.0283134700976987	undirected	SSPO	B4GALT1
SSPO	TPRN	0.030208910767558	undirected	SSPO	TPRN
SSPO	DDR1	0.0861474836028572	undirected	SSPO	DDR1
SSPO	TET1	0.0219815278421139	undirected	SSPO	TET1
SSPO	STRN	0.0339466035193967	undirected	SSPO	STRN
SSPO	CARD19	0.0261356960611908	undirected	SSPO	CARD19
SSPO	MARCKSL1	0.0293246075391175	undirected	SSPO	MARCKSL1
SSPO	PARVB	0.0380924120613213	undirected	SSPO	PARVB
SSPO	PRKCQ	0.0305908004772292	undirected	SSPO	PRKCQ
SSPO	INF2	0.0316207887226407	undirected	SSPO	INF2
SSPO	SIRT2	0.0813487685046337	undirected	SSPO	SIRT2
SSPO	SEMA4D	0.0666600568851107	undirected	SSPO	SEMA4D
SSPO	KIAA1958	0.0315028783507261	undirected	SSPO	KIAA1958
SSPO	ARHGEF10	0.0344488001373384	undirected	SSPO	ARHGEF10
SSPO	EMID1	0.024031713227061	undirected	SSPO	EMID1
SSPO	INPPL1	0.0315186155160864	undirected	SSPO	INPPL1
SSPO	COL4A2	0.0203304855226928	undirected	SSPO	COL4A2
SSPO	GJC3	0.0506541529977837	undirected	SSPO	GJC3
SSPO	TSC22D4	0.0270687377284862	undirected	SSPO	TSC22D4
SSPO	PLEKHG3	0.0350793319943991	undirected	SSPO	PLEKHG3
SSPO	ICK	0.0429763408936831	undirected	SSPO	ICK
SSPO	TSPAN15	0.0514555691910998	undirected	SSPO	TSPAN15
SSPO	LRRC10B	0.0214322029769595	undirected	SSPO	LRRC10B
SSPO	VASH1	0.0254111592443811	undirected	SSPO	VASH1
SSPO	RTKN	0.0325463190680387	undirected	SSPO	RTKN
SSPO	MPZL1	0.0226625727675546	undirected	SSPO	MPZL1
SSPO	SLC29A3	0.0323061190918763	undirected	SSPO	SLC29A3
SSPO	TRAF3	0.037679236709368	undirected	SSPO	TRAF3
SSPO	USP6NL	0.0246286119296787	undirected	SSPO	USP6NL
SSPO	LAMC1	0.0327793107666682	undirected	SSPO	LAMC1
SSPO	SH3GL3	0.0501598686772484	undirected	SSPO	SH3GL3
SSPO	TBC1D16	0.0572737193930834	undirected	SSPO	TBC1D16
SSPO	GAB1	0.0309435267714694	undirected	SSPO	GAB1
SSPO	LSM11	0.0208705025680174	undirected	SSPO	LSM11
SSPO	PHLDB1	0.0702513412278778	undirected	SSPO	PHLDB1
SSPO	TMEM123	0.0211857645532374	undirected	SSPO	TMEM123
SSPO	MAP4K4	0.0668870206934713	undirected	SSPO	MAP4K4
SSPO	SLC12A2	0.0449653796354774	undirected	SSPO	SLC12A2
SSPO	ITPR2	0.0292605378133744	undirected	SSPO	ITPR2
SSPO	HPS4	0.0226379868598754	undirected	SSPO	HPS4
SSPO	KNDC1	0.0227847017499501	undirected	SSPO	KNDC1
SSPO	CLIC4	0.0244495892943855	undirected	SSPO	CLIC4
SSPO	ZNF335	0.0205961002966061	undirected	SSPO	ZNF335
SSPO	SPARC	0.0266036930435604	undirected	SSPO	SPARC
SSPO	VCAN	0.0349714652794911	undirected	SSPO	VCAN
SSPO	FAM214A	0.0244914560036467	undirected	SSPO	FAM214A
SSPO	ORAI2	0.0272328834038147	undirected	SSPO	ORAI2
SSPO	SEMA3C	0.0254519986822511	undirected	SSPO	SEMA3C
SSPO	ARRDC3	0.0200242135906696	undirected	SSPO	ARRDC3
SSPO	CERS2	0.086693535872857	undirected	SSPO	CERS2
SSPO	TP53INP2	0.0830512444044671	undirected	SSPO	TP53INP2
SSPO	NDE1	0.0275990332378029	undirected	SSPO	NDE1
SSPO	ELOVL6	0.0288179379203003	undirected	SSPO	ELOVL6
SSPO	KCNK1	0.0213936693792511	undirected	SSPO	KCNK1
SSPO	SH3GL1	0.0290694975646761	undirected	SSPO	SH3GL1
SSPO	SPTBN2	0.0227999089875536	undirected	SSPO	SPTBN2
SSPO	PACS2	0.0432574659820589	undirected	SSPO	PACS2
SSPO	GPSM2	0.0294765189038401	undirected	SSPO	GPSM2
SSPO	TNS3	0.0543812045692086	undirected	SSPO	TNS3
SSPO	ZDHHC9	0.041166998279212	undirected	SSPO	ZDHHC9
SSPO	SYT12	0.0227424105465097	undirected	SSPO	SYT12
SSPO	HIP1	0.0239420565403831	undirected	SSPO	HIP1
SSPO	LLGL1	0.0516886531016617	undirected	SSPO	LLGL1
SSPO	KAZN	0.0214961145594547	undirected	SSPO	KAZN
SSPO	SPPL2B	0.030056080920824	undirected	SSPO	SPPL2B
SSPO	CTPS1	0.0231694815617738	undirected	SSPO	CTPS1
SSPO	PPP1R16B	0.0302034259900649	undirected	SSPO	PPP1R16B
SSPO	DNM2	0.0231508519878542	undirected	SSPO	DNM2
SSPO	PTPDC1	0.0348608529400305	undirected	SSPO	PTPDC1
SSPO	IFFO1	0.0221806665705463	undirected	SSPO	IFFO1
SSPO	GRB14	0.0367843207904151	undirected	SSPO	GRB14
SSPO	LGI3	0.0497283717798762	undirected	SSPO	LGI3
SSPO	ARHGAP39	0.0208966775394412	undirected	SSPO	ARHGAP39
SSPO	PDGFRA	0.0205521481679483	undirected	SSPO	PDGFRA
TM6SF2	NUFIP2	0.0227373346372384	undirected	TM6SF2	NUFIP2
GCNT4	FHOD3	0.0247988016912885	undirected	GCNT4	FHOD3
GCNT4	SATB2	0.0262349513854938	undirected	GCNT4	SATB2
