"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Z.score","Combined.Score","Genes"
"300","regulation of myeloid leukocyte differentiation (GO:0002761)","1/11",0.0779621065160457,0.226419271353951,0.100569832628294,0.299516826802904,-2.28855306030805,5.83931724641657,"IRF7"
"301","dynamin family protein polymerization involved in mitochondrial fission (GO:0003374)","1/10",0.0711315077987336,0.226419271353951,0.092587093659577,0.299516826802904,-2.20314661797045,5.82341198282641,"MX1"
"302","integrin activation (GO:0033622)","1/9",0.0642506537225617,0.226419271353951,0.0845340636356408,0.299516826802904,-2.11665108076348,5.8101297061785,"FERMT3"
"303","lagging strand elongation (GO:0006273)","1/9",0.0642506537225617,0.226419271353951,0.0845340636356408,0.299516826802904,-2.11281716312492,5.79960574265645,"PARP3"
"304","negative regulation of immune response (GO:0050777)","2/45",0.04323956934488,0.224251975271439,0.0641386900975925,0.299516826802904,-1.83547403564605,5.76522256184677,"IFI16;FCGR2B"
"305","negative regulation of cytokine production involved in inflammatory response (GO:1900016)","1/10",0.0711315077987336,0.226419271353951,0.092587093659577,0.299516826802904,-2.17989240232269,5.76194586116668,"APOD"
"306","regulation of granulocyte differentiation (GO:0030852)","1/11",0.0779621065160457,0.226419271353951,0.100569832628294,0.299516826802904,-2.25426028365897,5.75181811625109,"C1QC"
"307","phosphatidylinositol-3-phosphate biosynthetic process (GO:0036092)","1/9",0.0642506537225617,0.226419271353951,0.0845340636356408,0.299516826802904,-2.08850210909109,5.73286180973657,"PIK3CG"
"308","neuron projection regeneration (GO:0031102)","1/11",0.0779621065160457,0.226419271353951,0.100569832628294,0.299516826802904,-2.24583063545395,5.73030959586828,"APOE"
"309","regulation of immunoglobulin production (GO:0002637)","1/11",0.0779621065160457,0.226419271353951,0.100569832628294,0.299516826802904,-2.24150005817522,5.71925998769916,"FCGR2B"
"310","modulation by host of viral process (GO:0044788)","1/12",0.0847428144237608,0.226419271353951,0.108482889294545,0.299516826802904,-2.31416956569791,5.71168133174087,"APOE"
"311","B cell activation (GO:0042113)","3/74",0.0172472617448029,0.124448804805315,0.0303031967342337,0.216067171980779,-1.40383390737975,5.69970869714083,"PTPRC;NFAM1;PLCG2"
"312","negative regulation of transcription by competitive promoter binding (GO:0010944)","1/10",0.0711315077987336,0.226419271353951,0.092587093659577,0.299516826802904,-2.14971632531811,5.68218370326498,"BHLHE41"
"313","defense response to Gram-negative bacterium (GO:0050829)","3/72",0.0160366807675421,0.117830489785904,0.0283260186663141,0.21000850885505,-1.36113942931062,5.62542134117586,"IGHM;SLC11A1;IRGM"
"314","negative regulation of B cell proliferation (GO:0030889)","1/11",0.0779621065160457,0.226419271353951,0.100569832628294,0.299516826802904,-2.19633942696295,5.60403117466855,"FCGR2B"
"315","negative regulation of cell activation (GO:0050866)","1/11",0.0779621065160457,0.226419271353951,0.100569832628294,0.299516826802904,-2.19466370637996,5.59975551933411,"APOE"
"316","cellular response to interleukin-21 (GO:0098757)","1/9",0.0642506537225617,0.226419271353951,0.0845340636356408,0.299516826802904,-2.03708926574396,5.59173543745677,"STAT1"
"317","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains (GO:0002824)","1/11",0.0779621065160457,0.226419271353951,0.100569832628294,0.299516826802904,-2.18453296374136,5.57390660141538,"SLC11A1"
"318","negative regulation of peptide secretion (GO:0002792)","1/12",0.0847428144237608,0.226419271353951,0.108482889294545,0.299516826802904,-2.25788026138587,5.57275176781377,"RSAD2"
"319","positive regulation of mesenchymal cell proliferation (GO:0002053)","1/12",0.0847428144237608,0.226419271353951,0.108482889294545,0.299516826802904,-2.25473746977007,5.5649949359603,"STAT1"
"320","regulation of NLRP3 inflammasome complex assembly (GO:1900225)","1/11",0.0779621065160457,0.226419271353951,0.100569832628294,0.299516826802904,-2.16672905132384,5.52847934231599,"EIF2AK2"
"321","response to interleukin-6 (GO:0070741)","1/13",0.0914739934480205,0.228892358546669,0.116326867173244,0.299516826802904,-2.31056639014482,5.52618295628773,"SELPLG"
"322","positive regulation of actin filament depolymerization (GO:0030836)","1/12",0.0847428144237608,0.226419271353951,0.108482889294545,0.299516826802904,-2.23815942467044,5.5240780938603,"PLEK"
"323","receptor-mediated endocytosis (GO:0006898)","5/189",0.0129910315589631,0.102208217628888,0.0283398736783404,0.21000850885505,-1.27067103781279,5.51915462047227,"FCER1G;ITGB2;APOE;FCGR2B;CXCL16"
"324","iron ion transport (GO:0006826)","1/13",0.0914739934480205,0.228892358546669,0.116326867173244,0.299516826802904,-2.30415999577726,5.51086077921624,"SLC11A1"
"325","phosphate-containing compound metabolic process (GO:0006796)","5/184",0.0116768864285459,0.0950719469351204,0.0256998593676444,0.197250512980965,-1.23713233406214,5.50541692231223,"PTPRC;PLCG2;PLD4;IP6K3;PIK3CG"
"326","protein kinase C signaling (GO:0070528)","1/12",0.0847428144237608,0.226419271353951,0.108482889294545,0.299516826802904,-2.22928613681306,5.5021776275516,"PLEK"
"327","calcium ion transmembrane import into cytosol (GO:0097553)","2/37",0.0302118304686805,0.1820262785738,0.0459885880324795,0.284185890149424,-1.56698063378248,5.48368272190068,"PTPRC;PLCG2"
"328","manganese ion transport (GO:0006828)","1/10",0.0711315077987336,0.226419271353951,0.092587093659577,0.299516826802904,-2.06910540064679,5.4691109005524,"SLC11A1"
"329","regulation of hemopoiesis (GO:1903706)","1/12",0.0847428144237608,0.226419271353951,0.108482889294545,0.299516826802904,-2.21489676910887,5.46666273525079,"EIF2AK2"
"330","polarized epithelial cell differentiation (GO:0030859)","1/11",0.0779621065160457,0.226419271353951,0.100569832628294,0.299516826802904,-2.13218483578351,5.44033865767684,"MSN"
"331","regulation of B cell proliferation (GO:0030888)","2/44",0.04151356042319,0.224251975271439,0.0617547872275655,0.299516826802904,-1.70531396955918,5.42585739520877,"PTPRC;FCGR2B"
"332","positive regulation of cellular catabolic process (GO:0031331)","4/107",0.00805773629837442,0.0713939135260381,0.0165758771562139,0.143697352325452,-1.12525296332125,5.4249825126559,"MSN;APOE;ZC3HAV1;IRGM"
"333","activation of cysteine-type endopeptidase activity (GO:0097202)","1/13",0.0914739934480205,0.228892358546669,0.116326867173244,0.299516826802904,-2.26702690093597,5.42204953505488,"IFI16"
"334","regulation of mast cell activation (GO:0033003)","1/10",0.0711315077987336,0.226419271353951,0.092587093659577,0.299516826802904,-2.03986285125941,5.39181626608648,"CD84"
"335","regulation of cell migration (GO:0030334)","7/317",0.00909304306411948,0.0793993977700288,0.0243406989167073,0.189229304481499,-1.14490595923371,5.38133926174388,"BST2;IFITM1;CSF1;GPNMB;DDX58;CXCL16;FERMT3"
"336","monocyte differentiation (GO:0030224)","1/12",0.0847428144237608,0.226419271353951,0.108482889294545,0.299516826802904,-2.17214262546557,5.36113976592233,"IFI16"
"337","regulation of G1/S transition of mitotic cell cycle (GO:2000045)","2/47",0.0467703136861672,0.224251975271439,0.0689978183383292,0.299516826802904,-1.74948621513027,5.35781308092062,"GPNMB;PTPN6"
"338","regulation of defense response to virus by virus (GO:0050690)","2/29",0.0191322259743217,0.129518720781222,0.0301951144721081,0.216067171980779,-1.35382149604797,5.35623383647134,"EIF2AK2;DOCK2"
"339","tetrahydrofolate metabolic process (GO:0046653)","1/14",0.0981560029032774,0.237505990960741,0.124102364595315,0.305814620321788,-2.29431441154275,5.3255561871388,"MTHFD1L"
"340","DNA synthesis involved in DNA repair (GO:0000731)","3/66",0.0127016627419912,0.102036690693996,0.0228229595716276,0.180932015025074,-1.21812191945527,5.31834754914584,"UBA7;TRIM25;ISG15"
"341","regulation of amyloid-beta clearance (GO:1900221)","1/11",0.0779621065160457,0.226419271353951,0.100569832628294,0.299516826802904,-2.08256163571781,5.31372345569983,"APOE"
"342","positive regulation of protein phosphorylation (GO:0001934)","7/413",0.0331712489039128,0.193748761547537,0.0772553103713474,0.299516826802904,-1.55872273525712,5.30912151379978,"C3;PTPRC;CSF1;GPNMB;TREM2;IRGM;PROM2"
"343","arachidonic acid metabolic process (GO:0019369)","2/52",0.0560346048565428,0.224251975271439,0.0816457365006574,0.299516826802904,-1.83994927506525,5.30233975842261,"HPGDS;CYP2E1"
"344","modification-dependent macromolecule catabolic process (GO:0043632)","1/13",0.0914739934480205,0.228892358546669,0.116326867173244,0.299516826802904,-2.2130647283775,5.29298817609597,"ISG15"
"345","regulation of interferon-gamma production (GO:0032649)","2/44",0.04151356042319,0.224251975271439,0.0617547872275655,0.299516826802904,-1.66125139841045,5.28566196387653,"SLC11A1;ISG15"
"346","zymogen activation (GO:0031638)","2/37",0.0302118304686805,0.1820262785738,0.0459885880324795,0.284185890149424,-1.50365837246124,5.26208509469788,"ST14;IFI16"
"347","regulation of inositol phosphate biosynthetic process (GO:0010919)","1/7",0.0503367080206077,0.224251975271439,0.0682146690183835,0.299516826802904,-1.75429078465844,5.24361144515729,"PLEK"
"348","positive regulation of antigen processing and presentation (GO:0002579)","1/7",0.0503367080206077,0.224251975271439,0.0682146690183835,0.299516826802904,-1.74982801616728,5.23027213781898,"SLC11A1"
"349","macrophage differentiation (GO:0030225)","1/12",0.0847428144237608,0.226419271353951,0.108482889294545,0.299516826802904,-2.1180553479656,5.22764509994781,"CSF1"
"350","positive regulation of interleukin-1 production (GO:0032732)","1/13",0.0914739934480205,0.228892358546669,0.116326867173244,0.299516826802904,-2.18192074129712,5.21850108439045,"IFI16"
"351","positive regulation of cholesterol esterification (GO:0010873)","1/10",0.0711315077987336,0.226419271353951,0.092587093659577,0.299516826802904,-1.96474721944512,5.19326875824613,"APOE"
"352","B cell activation involved in immune response (GO:0002312)","1/14",0.0981560029032774,0.237505990960741,0.124102364595315,0.305814620321788,-2.23267323869982,5.18247486935403,"FCGR2B"
"353","positive regulation of autophagosome maturation (GO:1901098)","1/7",0.0503367080206077,0.224251975271439,0.0682146690183835,0.299516826802904,-1.73336998350272,5.18107873772855,"IRGM"
"354","DNA ligation involved in DNA repair (GO:0051103)","1/13",0.0914739934480205,0.228892358546669,0.116326867173244,0.299516826802904,-2.16606547272287,5.18058002947676,"PARP3"
"355","negative regulation of morphogenesis of an epithelium (GO:1905331)","1/12",0.0847428144237608,0.226419271353951,0.108482889294545,0.299516826802904,-2.08518520444798,5.14651717056696,"STAT1"
"356","fatty acid homeostasis (GO:0055089)","1/10",0.0711315077987336,0.226419271353951,0.092587093659577,0.299516826802904,-1.93762856957427,5.12158806785185,"APOE"
"357","regulation of interleukin-2 biosynthetic process (GO:0045076)","1/13",0.0914739934480205,0.228892358546669,0.116326867173244,0.299516826802904,-2.13995307422838,5.11812699106871,"CD86"
"358","cyclooxygenase pathway (GO:0019371)","1/12",0.0847428144237608,0.226419271353951,0.108482889294545,0.299516826802904,-2.07339984158124,5.11742931197979,"HPGDS"
"359","cellular response to interferon-beta (GO:0035458)","1/12",0.0847428144237608,0.226419271353951,0.108482889294545,0.299516826802904,-2.07310029726797,5.11668999637929,"STAT1"
"360","positive regulation of biomineral tissue development (GO:0070169)","2/34",0.0258141351464272,0.160340375522911,0.0397675215964689,0.25489289108375,-1.39281619981222,5.09329633042019,"TMEM119;ISG15"
"361","positive regulation of T-helper 1 type immune response (GO:0002827)","1/13",0.0914739934480205,0.228892358546669,0.116326867173244,0.299516826802904,-2.12156794696825,5.07415527168966,"SLC11A1"
"362","establishment of epithelial cell apical/basal polarity (GO:0045198)","1/10",0.0711315077987336,0.226419271353951,0.092587093659577,0.299516826802904,-1.91483258214449,5.06133314642439,"MSN"
"363","negative regulation of myotube differentiation (GO:0010832)","1/12",0.0847428144237608,0.226419271353951,0.108482889294545,0.299516826802904,-2.0484871498797,5.0559414425409,"BHLHE41"
"364","negative regulation of focal adhesion assembly (GO:0051895)","1/15",0.104789199519157,0.245663395759892,0.131809974752839,0.314953642364827,-2.23835989757432,5.04930248721392,"APOD"
"365","regulation of mesenchymal cell proliferation (GO:0010464)","1/13",0.0914739934480205,0.228892358546669,0.116326867173244,0.299516826802904,-2.10585021781565,5.03656316988937,"STAT1"
"366","regulation of T-helper 1 type immune response (GO:0002825)","1/10",0.0711315077987336,0.226419271353951,0.092587093659577,0.299516826802904,-1.90143868160693,5.02593005511354,"SLC11A1"
"367","regulation of cellular protein catabolic process (GO:1903362)","1/18",0.124399441185253,0.255071949286892,0.154531337317106,0.324974278302117,-2.38911917834674,4.97953978271647,"MSN"
"368","negative regulation of response to cytokine stimulus (GO:0060761)","1/11",0.0779621065160457,0.226419271353951,0.100569832628294,0.299516826802904,-1.94749030428381,4.96908457936422,"PTPRC"
"369","extracellular matrix organization (GO:0030198)","5/230",0.0276538027449509,0.170886319526491,0.056454168535559,0.299516826802904,-1.38476884902688,4.96853959232621,"MMP12;ITGAM;ITGB2;ITGAX;CTSS"
"370","carbohydrate derivative transport (GO:1901264)","1/13",0.0914739934480205,0.228892358546669,0.116326867173244,0.299516826802904,-2.07650053077544,4.96636750661574,"NPC2"
"371","sulfation (GO:0051923)","1/13",0.0914739934480205,0.228892358546669,0.116326867173244,0.299516826802904,-2.06720658111464,4.94413916189856,"SULT1C2"
"372","protein carboxylation (GO:0018214)","1/12",0.0847428144237608,0.226419271353951,0.108482889294545,0.299516826802904,-1.99910986011411,4.9340716589492,"PROS1"
"373","cholesterol transport (GO:0030301)","2/45",0.04323956934488,0.224251975271439,0.0641386900975925,0.299516826802904,-1.57038647698524,4.93258273999374,"NPC2;APOE"
"374","negative regulation of cytokine-mediated signaling pathway (GO:0001960)","2/41",0.0364987754628341,0.206025356769719,0.0547944417459802,0.299516826802904,-1.48832303858159,4.92705854471972,"PTPRC;PARP14"
"375","cellular protein modification process (GO:0006464)","13/1002",0.0334437696281227,0.193748761547537,0.109764667167984,0.299516826802904,-1.44479424606153,4.90925158701014,"CSF1;UBA7;EIF2AK2;ISG15;B3GALT5;PIK3CG;C3;C4A;PTPRC;MAN2B1;PTPN6;APOE;IP6K3"
"376","mesenchymal cell differentiation involved in kidney development (GO:0072161)","1/7",0.0503367080206077,0.224251975271439,0.0682146690183835,0.299516826802904,-1.63644202011215,4.89135905007167,"STAT1"
"377","positive regulation of DNA damage response, signal transduction by p53 class mediator (GO:0043517)","1/15",0.104789199519157,0.245663395759892,0.131809974752839,0.314953642364827,-2.15576248297754,4.86297886186086,"PYHIN1"
"378","negative regulation of leukocyte cell-cell adhesion (GO:1903038)","1/12",0.0847428144237608,0.226419271353951,0.108482889294545,0.299516826802904,-1.96934215109657,4.86060095463939,"GPNMB"
"379","positive regulation of intracellular signal transduction (GO:1902533)","8/480",0.0256914883552795,0.160340375522911,0.0660743365186657,0.299516826802904,-1.32623326847611,4.85612981334374,"BST2;CD86;EIF2AK2;TRIM25;PTPN6;TREM2;DDX60;PIK3CG"
"380","alcohol catabolic process (GO:0046164)","1/12",0.0847428144237608,0.226419271353951,0.108482889294545,0.299516826802904,-1.9653953787413,4.85085979032872,"APOE"
"381","purine nucleobase metabolic process (GO:0006144)","1/12",0.0847428144237608,0.226419271353951,0.108482889294545,0.299516826802904,-1.96089833209537,4.83976047515481,"MTHFD1L"
"382","neutrophil activation (GO:0042119)","1/15",0.104789199519157,0.245663395759892,0.131809974752839,0.314953642364827,-2.14533178657409,4.8394492492412,"FCER1G"
"383","regulation of G-protein coupled receptor protein signaling pathway (GO:0008277)","3/75",0.0178712086597383,0.126865070877805,0.0313184449726567,0.220694305216674,-1.1980145770972,4.82148671685444,"C3;PLEK;KLK6"
"384","intracellular cholesterol transport (GO:0032367)","1/11",0.0779621065160457,0.226419271353951,0.100569832628294,0.299516826802904,-1.87939940967254,4.795348456692,"NPC2"
"385","negative regulation of heart contraction (GO:0045822)","1/12",0.0847428144237608,0.226419271353951,0.108482889294545,0.299516826802904,-1.93979146411368,4.7876658898619,"PIK3CG"
"386","prostanoid metabolic process (GO:0006692)","1/13",0.0914739934480205,0.228892358546669,0.116326867173244,0.299516826802904,-2.00146709280763,4.78690999013063,"HPGDS"
"387","negative regulation of hemostasis (GO:1900047)","1/14",0.0981560029032774,0.237505990960741,0.124102364595315,0.305814620321788,-2.06175618675808,4.78574268701822,"APOE"
"388","superoxide anion generation (GO:0042554)","1/11",0.0779621065160457,0.226419271353951,0.100569832628294,0.299516826802904,-1.86018182423453,4.74631416510012,"CYBB"
"389","positive regulation of tumor necrosis factor production (GO:0032760)","2/48",0.0485741036627442,0.224251975271439,0.0714716261136954,0.299516826802904,-1.56299267744273,4.7275288349225,"IFIH1;DDX58"
"390","regulation of plasma membrane bounded cell projection organization (GO:0120035)","1/14",0.0981560029032774,0.237505990960741,0.124102364595315,0.305814620321788,-2.03397948026794,4.72126747369842,"FCGR2B"
"391","regulation of autophagosome maturation (GO:1901096)","1/12",0.0847428144237608,0.226419271353951,0.108482889294545,0.299516826802904,-1.89855509265959,4.6858889861664,"IRGM"
"392","protein insertion into membrane (GO:0051205)","1/13",0.0914739934480205,0.228892358546669,0.116326867173244,0.299516826802904,-1.95490151905829,4.67553908077222,"RTP4"
"393","regulation of cell-cell adhesion mediated by integrin (GO:0033632)","1/8",0.0573191770818284,0.224251975271439,0.0764101285383167,0.299516826802904,-1.62511620753642,4.64640230441313,"FERMT3"
"394","positive regulation of isomerase activity (GO:0010912)","1/8",0.0573191770818284,0.224251975271439,0.0764101285383167,0.299516826802904,-1.62446125006398,4.64452970238311,"ITGAM"
"395","positive regulation of granulocyte macrophage colony-stimulating factor production (GO:0032725)","1/13",0.0914739934480205,0.228892358546669,0.116326867173244,0.299516826802904,-1.94024704008109,4.64048995502431,"DDX58"
"396","positive regulation of reactive oxygen species metabolic process (GO:2000379)","2/40",0.034883235202762,0.200163325806325,0.0525405961820054,0.299516826802904,-1.38091434138595,4.63400182610962,"ITGAM;ITGB2"
"397","regulation of smooth muscle cell proliferation (GO:0048660)","2/45",0.04323956934488,0.224251975271439,0.0641386900975925,0.299516826802904,-1.47355340415002,4.62843013123943,"STAT1;APOD"
"398","fatty acid transport (GO:0015908)","1/15",0.104789199519157,0.245663395759892,0.131809974752839,0.314953642364827,-2.04859249909643,4.62122432240901,"APOE"
"399","plasminogen activation (GO:0031639)","1/13",0.0914739934480205,0.228892358546669,0.116326867173244,0.299516826802904,-1.93105420462353,4.61850344520482,"ST14"
"400","regulation of triglyceride biosynthetic process (GO:0010866)","1/14",0.0981560029032774,0.237505990960741,0.124102364595315,0.305814620321788,-1.98808926340296,4.61474723082111,"C3"
"401","positive regulation of steroid metabolic process (GO:0045940)","1/11",0.0779621065160457,0.226419271353951,0.100569832628294,0.299516826802904,-1.80535616838214,4.60642472870581,"APOE"
"402","negative regulation of binding (GO:0051100)","3/83",0.0233123252809236,0.149422084912303,0.0400745949311538,0.255502047047832,-1.22436499802104,4.60211019007447,"IFI16;CTSZ;IFIT2"
"403","pigment granule transport (GO:0051904)","1/18",0.124399441185253,0.255071949286892,0.154531337317106,0.324974278302117,-2.20642394674753,4.59875585945886,"MLPH"
"404","regulation of protein phosphorylation (GO:0001932)","6/262",0.0130319798397189,0.102208217628888,0.0310261792737301,0.219920858969675,-1.05875910479263,4.5953839737303,"C3;GPNMB;STAT2;ITGB2;IRGM;PROM2"
"405","regulation of steroid metabolic process (GO:0019218)","1/17",0.117910568321018,0.255071949286892,0.147023880582059,0.323882588850787,-2.14871038800382,4.59357503080106,"APOE"
"406","regulation of defense response (GO:0031347)","3/76",0.0185076171408947,0.12915585895483,0.0323514172693752,0.225337906413856,-1.14962762501274,4.58652321128098,"APOE;FCGR2B;USP18"
"407","regulation of cholesterol esterification (GO:0010872)","1/12",0.0847428144237608,0.226419271353951,0.108482889294545,0.299516826802904,-1.85041750860457,4.56707896278799,"APOE"
"408","regulation of leukocyte migration (GO:0002685)","1/14",0.0981560029032774,0.237505990960741,0.124102364595315,0.305814620321788,-1.9633857648083,4.55740553906217,"MSN"
"409","regulation of T-helper 2 cell differentiation (GO:0045628)","1/9",0.0642506537225617,0.226419271353951,0.0845340636356408,0.299516826802904,-1.65121258333973,4.53251807483424,"CD86"
"410","positive regulation of protein depolymerization (GO:1901881)","1/13",0.0914739934480205,0.228892358546669,0.116326867173244,0.299516826802904,-1.88832331045212,4.5163039411853,"PLEK"
"411","cellular response to molecule of bacterial origin (GO:0071219)","3/85",0.0247976823244024,0.15726951158371,0.0424378081408195,0.269145046366776,-1.2214873984951,4.51584512330383,"CD86;FCGR2B;IRGM"
"412","peptidyl-glutamic acid carboxylation (GO:0017187)","1/12",0.0847428144237608,0.226419271353951,0.108482889294545,0.299516826802904,-1.82635003021569,4.50767719333539,"PROS1"
"413","mononuclear cell differentiation (GO:1903131)","1/12",0.0847428144237608,0.226419271353951,0.108482889294545,0.299516826802904,-1.8261149654058,4.50709702181022,"IFI16"
"414","antigen processing and presentation of exogenous peptide antigen via MHC class I (GO:0042590)","3/79",0.0204917466922564,0.13794723331938,0.0355562486766371,0.235830391229751,-1.15887113374115,4.50538163547474,"FCER1G;CYBB;TAP1"
"415","positive regulation of cellular protein metabolic process (GO:0032270)","3/92",0.0303896096554483,0.182186465844852,0.0512455758347616,0.299516826802904,-1.28451338083582,4.48764597464467,"CSF1;MSN;VIM"
"416","regulation of viral life cycle (GO:1903900)","1/13",0.0914739934480205,0.228892358546669,0.116326867173244,0.299516826802904,-1.87537326646787,4.48533131358448,"TRIM25"
"417","interleukin-27-mediated signaling pathway (GO:0070106)","1/12",0.0847428144237608,0.226419271353951,0.108482889294545,0.299516826802904,-1.81710574912978,4.48486106590617,"STAT1"
"418","positive regulation of interleukin-6 production (GO:0032755)","2/44",0.04151356042319,0.224251975271439,0.0617547872275655,0.299516826802904,-1.40625910273581,4.47434401427623,"IFIH1;DDX58"
"419","regulation of platelet-derived growth factor receptor signaling pathway (GO:0010640)","1/11",0.0779621065160457,0.226419271353951,0.100569832628294,0.299516826802904,-1.75319445011159,4.47333241532113,"APOD"
"420","carboxylic acid biosynthetic process (GO:0046394)","2/45",0.04323956934488,0.224251975271439,0.0641386900975925,0.299516826802904,-1.42260215129778,4.4683922844525,"ASPG;NAALAD2"
"421","regulation of cellular protein metabolic process (GO:0032268)","2/51",0.0541335861339682,0.224251975271439,0.0790617260657656,0.299516826802904,-1.52752697263093,4.45472762817714,"CSF1;APOE"
"422","positive regulation by host of viral process (GO:0044794)","1/12",0.0847428144237608,0.226419271353951,0.108482889294545,0.299516826802904,-1.80169196885981,4.446817785792,"APOE"
"423","negative regulation of protein secretion (GO:0050709)","2/43",0.0398144331415695,0.221089363758485,0.059402287041134,0.299516826802904,-1.37745826966031,4.44027225783876,"RSAD2;FCGR2B"
"424","triglyceride-rich lipoprotein particle remodeling (GO:0034370)","1/14",0.0981560029032774,0.237505990960741,0.124102364595315,0.305814620321788,-1.90362860638252,4.41869739026654,"APOE"
"425","positive regulation of protein complex disassembly (GO:0043243)","1/14",0.0981560029032774,0.237505990960741,0.124102364595315,0.305814620321788,-1.89357208435494,4.39535421949812,"IRGM"
"426","positive regulation of mRNA metabolic process (GO:1903313)","1/13",0.0914739934480205,0.228892358546669,0.116326867173244,0.299516826802904,-1.83652203877331,4.39241081009568,"ZC3HAV1"
"427","regulation of amyloid fibril formation (GO:1905906)","1/9",0.0642506537225617,0.226419271353951,0.0845340636356408,0.299516826802904,-1.59768283796215,4.38558088400058,"APOE"
"428","negative regulation of adherens junction organization (GO:1903392)","1/16",0.111373937449823,0.249452778117168,0.139450285734049,0.318253019525624,-1.99489453332347,4.37851807259893,"APOD"
"429","long-term memory (GO:0007616)","1/18",0.124399441185253,0.255071949286892,0.154531337317106,0.324974278302117,-2.09831873312204,4.37343674735844,"APOE"
"430","positive regulation of T-helper cell differentiation (GO:0045624)","1/12",0.0847428144237608,0.226419271353951,0.108482889294545,0.299516826802904,-1.77088192477099,4.37077445851785,"CD86"
"431","smooth muscle contraction (GO:0006939)","1/15",0.104789199519157,0.245663395759892,0.131809974752839,0.314953642364827,-1.93401450925679,4.36275876925814,"BDKRB2"
"432","cholesterol catabolic process (GO:0006707)","1/10",0.0711315077987336,0.226419271353951,0.092587093659577,0.299516826802904,-1.64858940336101,4.35759254875969,"APOE"
"433","regulation of plasminogen activation (GO:0010755)","1/11",0.0779621065160457,0.226419271353951,0.100569832628294,0.299516826802904,-1.70335515502562,4.34616583990183,"CTSZ"
"434","positive regulation of macrophage activation (GO:0043032)","1/18",0.124399441185253,0.255071949286892,0.154531337317106,0.324974278302117,-2.08247101732548,4.34040602541313,"ITGAM"
"435","negative regulation of interleukin-10 production (GO:0032693)","1/14",0.0981560029032774,0.237505990960741,0.124102364595315,0.305814620321788,-1.86819195066066,4.33644192424078,"FCGR2B"
"436","positive regulation of signal transduction (GO:0009967)","5/207",0.0185427083810669,0.12915585895483,0.0392405051852411,0.254219401872126,-1.08668423295899,4.33334751114181,"C3;PTPRC;LY86;TREM2;KLK6"
"437","positive regulation of cholesterol efflux (GO:0010875)","1/14",0.0981560029032774,0.237505990960741,0.124102364595315,0.305814620321788,-1.85742402524463,4.31144744591929,"APOE"
"438","positive regulation of transport (GO:0051050)","2/45",0.04323956934488,0.224251975271439,0.0641386900975925,0.299516826802904,-1.37189870586547,4.3091328005847,"C3;APOE"
"439","intracellular lipid transport (GO:0032365)","1/16",0.111373937449823,0.249452778117168,0.139450285734049,0.318253019525624,-1.96249453399839,4.3074045474339,"NPC2"
"440","regulation of mast cell degranulation (GO:0043304)","1/16",0.111373937449823,0.249452778117168,0.139450285734049,0.318253019525624,-1.96079385248108,4.30367178631049,"CD84"
"441","phospholipid efflux (GO:0033700)","1/13",0.0914739934480205,0.228892358546669,0.116326867173244,0.299516826802904,-1.79619633840866,4.29596380947887,"APOE"
"442","regulation of bone mineralization (GO:0030500)","2/51",0.0541335861339682,0.224251975271439,0.0790617260657656,0.299516826802904,-1.46941206551435,4.28524709724073,"TMEM119;ISG15"
"443","Fc receptor mediated stimulatory signaling pathway (GO:0002431)","4/136",0.018101865637042,0.12755993036629,0.0350148123526452,0.235714239580656,-1.06391762055702,4.26816116464114,"FCER1G;FCGR2A;PLCG2;FCGR2B"
"444","negative regulation of cell proliferation (GO:0008285)","6/364",0.0524299362691923,0.224251975271439,0.107916722738572,0.299516826802904,-1.44550894394686,4.26176156478398,"IFITM1;GPNMB;EIF2AK2;APOD;PTPN6;IFIT3"
"445","melanosome transport (GO:0032402)","1/18",0.124399441185253,0.255071949286892,0.154531337317106,0.324974278302117,-2.04400233986415,4.26022739240758,"MLPH"
"446","cellular response to virus (GO:0098586)","1/16",0.111373937449823,0.249452778117168,0.139450285734049,0.318253019525624,-1.93552335642489,4.24820653647534,"IRGM"
"447","interleukin-35-mediated signaling pathway (GO:0070757)","1/12",0.0847428144237608,0.226419271353951,0.108482889294545,0.299516826802904,-1.71565533640835,4.23446782029988,"STAT1"
"448","regulation of cell differentiation (GO:0045595)","3/122",0.0610904756744672,0.226419271353951,0.0977532738523709,0.299516826802904,-1.51154900736191,4.22538304600864,"CSF1;EIF2AK2;KLK6"
"449","positive regulation of T cell cytokine production (GO:0002726)","1/13",0.0914739934480205,0.228892358546669,0.116326867173244,0.299516826802904,-1.76451995161229,4.22020337706823,"RSAD2"
"450","positive regulation of cell death (GO:0010942)","2/58",0.0679124550184657,0.226419271353951,0.0976711517319234,0.299516826802904,-1.5680438192867,4.21731003411943,"ITGAM;FCGR2B"
"451","protein processing (GO:0016485)","3/102",0.0394292054820625,0.219963854656876,0.0652295990085927,0.299516826802904,-1.29433690563648,4.18491283454685,"PROS1;CTSS;KLK6"
"452","negative regulation of interleukin-12 production (GO:0032695)","1/13",0.0914739934480205,0.228892358546669,0.116326867173244,0.299516826802904,-1.74736689036235,4.17917839067012,"CMKLR1"
"453","regulation of RNA metabolic process (GO:0051252)","2/40",0.034883235202762,0.200163325806325,0.0525405961820054,0.299516826802904,-1.24434375579236,4.17570522937909,"OAS1;OAS2"
