"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Z.score","Combined.Score","Genes"
"117","FCERI mediated Ca+2 mobilization_Homo sapiens_R-HSA-2871809","1/62",0.367505959815487,0.650202851981245,0.486130357838676,0.88092713329554,-0.253047721812933,0.253304753334807,"PLCG2"
"118","PI Metabolism_Homo sapiens_R-HSA-1483255","1/60",0.358075933758965,0.644968097553799,0.475115865700294,0.876911381755482,-0.243315556350036,0.24988756052615,"PIK3CG"
"119","Negative regulation of the PI3K/AKT network_Homo sapiens_R-HSA-199418","1/90",0.485947655501861,0.748960561830189,0.618328421068977,0.965364669347211,-0.342043033486732,0.246836848342493,"CD86"
"120","Arachidonic acid metabolism_Homo sapiens_R-HSA-2142753","1/53",0.323957755186335,0.612464837637938,0.43469352967812,0.849499120089921,-0.218577352136509,0.246367748140584,"HPGDS"
"121","FCERI mediated MAPK activation_Homo sapiens_R-HSA-2871796","2/289",0.629679399330592,0.84050955535646,0.814340553430943,0.999919829972594,-0.517693635407096,0.239456332910562,"APBB1IP;PLCG2"
"122","Signaling by FGFR1 in disease_Homo sapiens_R-HSA-5655302","1/38",0.244663608516516,0.508016798239154,0.33741241819547,0.725146453550101,-0.168744478261835,0.237570463828874,"STAT1"
"123","Diseases of signal transduction_Homo sapiens_R-HSA-5663202","2/288",0.627793968007434,0.84050955535646,0.812816482401672,0.999919829972594,-0.475695044904715,0.221456613771739,"CD86;STAT1"
"124","Centrosome maturation_Homo sapiens_R-HSA-380287","1/79",0.442302210252429,0.73065392743357,0.570976858034073,0.953754639956357,-0.261875412366581,0.213627983154365,"SFI1"
"125","Recruitment of mitotic centrosome proteins and complexes_Homo sapiens_R-HSA-380270","1/79",0.442302210252429,0.73065392743357,0.570976858034073,0.953754639956357,-0.252301503681313,0.205817953244131,"SFI1"
"126","Phase 1 - Functionalization of compounds_Homo sapiens_R-HSA-211945","1/92",0.493510550391279,0.754036402120434,0.626364277629005,0.965364669347211,-0.286572758137426,0.202380846027411,"CYP2E1"
"127","PI3K/AKT Signaling in Cancer_Homo sapiens_R-HSA-2219528","1/86",0.470483765726228,0.738767514501526,0.601740197370262,0.960138718446599,-0.265913255959756,0.200496952940294,"CD86"
"128","Disease_Homo sapiens_R-HSA-1643685","5/725",0.619978592917508,0.836061571475941,0.889793908352088,0.999919829972594,-0.418903046466684,0.200265117281758,"CD86;STAT1;EIF2AK2;ISG15;DOCK2"
"129","Cell junction organization_Homo sapiens_R-HSA-446728","1/86",0.470483765726228,0.738767514501526,0.601740197370262,0.960138718446599,-0.262428919880873,0.197869785053103,"FLNC"
"130","Binding and Uptake of Ligands by Scavenger Receptors_Homo sapiens_R-HSA-2173782","1/74",0.421265302302491,0.703677795466172,0.547574748152714,0.924999150834246,-0.227202811198956,0.19641511990662,"APOE"
"131","Assembly of collagen fibrils and other multimeric structures_Homo sapiens_R-HSA-2022090","1/54",0.32893986828729,0.612464837637938,0.440651385745926,0.855550417779428,-0.176538463008078,0.196289642050529,"CTSS"
"132","Cytochrome P450 - arranged by substrate type_Homo sapiens_R-HSA-211897","1/62",0.367505959815487,0.650202851981245,0.486130357838676,0.88092713329554,-0.190716278964058,0.190909997741991,"CYP2E1"
"133","Activated TLR4 signalling_Homo sapiens_R-HSA-166054","1/112",0.563318019256964,0.805895156736039,0.698060411087354,0.999919829972594,-0.328605701392362,0.188590408570368,"IRF7"
"134","Loss of Nlp from mitotic centrosomes_Homo sapiens_R-HSA-380259","1/69",0.399440461344558,0.686119811049368,0.522910272032619,0.907219851793627,-0.202015398960705,0.18538762415888,"SFI1"
"135","Host Interactions of HIV factors_Homo sapiens_R-HSA-162909","1/129",0.615080620369807,0.835950479502601,0.748169985778678,0.999919829972594,-0.378917367152438,0.184154571646175,"DOCK2"
"136","PI-3K cascade:FGFR1_Homo sapiens_R-HSA-5654689","1/122",0.594549048473651,0.819217352505169,0.728619924162615,0.999919829972594,-0.345561725625573,0.179675531964974,"CD86"
"137","GAB1 signalosome_Homo sapiens_R-HSA-180292","1/125",0.603478202229711,0.823926860578464,0.737175907777835,0.999919829972594,-0.351814114440779,0.177682085384332,"CD86"
"138","Loss of proteins required for interphase microtubule organization from the centrosome_Homo sapiens_R-HSA-380284","1/69",0.399440461344558,0.686119811049368,0.522910272032619,0.907219851793627,-0.193426826388452,0.17750597220424,"SFI1"
"139","TCR signaling_Homo sapiens_R-HSA-202403","1/118",0.582332141755204,0.819217352505169,0.716781873023694,0.999919829972594,-0.324279274322609,0.175342442029887,"PTPRC"
"140","PI-3K cascade:FGFR2_Homo sapiens_R-HSA-5654695","1/122",0.594549048473651,0.819217352505169,0.728619924162615,0.999919829972594,-0.337134804470431,0.175293936929714,"CD86"
"141","VEGFA-VEGFR2 Pathway_Homo sapiens_R-HSA-4420097","2/320",0.684510270260695,0.877394350864951,0.856447152630062,0.999919829972594,-0.451235233253342,0.171041450828387,"APBB1IP;CYBB"
"142","PI-3K cascade:FGFR3_Homo sapiens_R-HSA-5654710","1/122",0.594549048473651,0.819217352505169,0.728619924162615,0.999919829972594,-0.327719852958899,0.170398613472822,"CD86"
"143","AURKA Activation by TPX2_Homo sapiens_R-HSA-8854518","1/72",0.412631535017581,0.693128252641891,0.53786413480102,0.913757819917642,-0.191982280489113,0.169942762927702,"SFI1"
"144","PI3K/AKT activation_Homo sapiens_R-HSA-198203","1/125",0.603478202229711,0.823926860578464,0.737175907777835,0.999919829972594,-0.332482674169801,0.167918831211628,"CD86"
"145","PI-3K cascade:FGFR4_Homo sapiens_R-HSA-5654720","1/122",0.594549048473651,0.819217352505169,0.728619924162615,0.999919829972594,-0.320116407523431,0.166445186336436,"CD86"
"146","Metabolism of fat-soluble vitamins_Homo sapiens_R-HSA-6806667","1/51",0.313883055188717,0.597777283448576,0.422588809231927,0.831276670791751,-0.140643738940078,0.162968794451794,"APOE"
"147","L1CAM interactions_Homo sapiens_R-HSA-373760","1/96",0.50830637922697,0.754036402120434,0.641937105110933,0.965364669347211,-0.24016337000988,0.16251156480902,"MSN"
"148","PI3K events in ERBB4 signaling_Homo sapiens_R-HSA-1250342","1/122",0.594549048473651,0.819217352505169,0.728619924162615,0.999919829972594,-0.31014200258356,0.161258973915599,"CD86"
"149","CTLA4 inhibitory signaling_Homo sapiens_R-HSA-389513","1/22",0.149884246435955,0.396596368888057,0.215355210554416,0.601786990240844,-0.0838498664120716,0.159137988418971,"CD86"
"150","Transmembrane transport of small molecules_Homo sapiens_R-HSA-382551","4/594",0.639088054641746,0.849277014835031,0.880748931895682,0.999919829972594,-0.353692353826621,0.158352676624556,"SLC14A1;SLC11A1;APOD;SLC15A3"
"151","PIP3 activates AKT signaling_Homo sapiens_R-HSA-1257604","1/122",0.594549048473651,0.819217352505169,0.728619924162615,0.999919829972594,-0.302796618861374,0.15743972649929,"CD86"
"152","Lipid digestion, mobilization, and transport_Homo sapiens_R-HSA-73923","1/71",0.408266801198217,0.689671037052356,0.532931778090881,0.910552009423849,-0.173282641242755,0.155232549871688,"APOE"
"153","Signaling by VEGF_Homo sapiens_R-HSA-194138","2/328",0.697543666066901,0.877394350864951,0.86581724407307,0.999919829972594,-0.426105727378877,0.153479091641007,"APBB1IP;CYBB"
"154","Clathrin derived vesicle budding_Homo sapiens_R-HSA-421837","1/70",0.403869855333407,0.686119811049368,0.527947338501977,0.907219851793627,-0.164310799829871,0.148974455861748,"CTSZ"
"155","Signaling by ERBB4_Homo sapiens_R-HSA-1236394","2/330",0.700732160499192,0.877394350864951,0.868071595704833,0.999919829972594,-0.417432462238694,0.148451317443328,"APBB1IP;CD86"
"156","Regulation of actin dynamics for phagocytic cup formation_Homo sapiens_R-HSA-2029482","1/97",0.511937757961365,0.754036402120434,0.645728875817533,0.965364669347211,-0.221710761441037,0.148446934253216,"FCGR2A"
"157","Anchoring of the basal body to the plasma membrane_Homo sapiens_R-HSA-5620912","1/97",0.511937757961365,0.754036402120434,0.645728875817533,0.965364669347211,-0.220888783883067,0.147896577348064,"SFI1"
"158","Downstream signaling of activated FGFR2_Homo sapiens_R-HSA-5654696","2/329",0.699141384309046,0.877394350864951,0.866948745806252,0.999919829972594,-0.409009789798874,0.146385540673385,"APBB1IP;CD86"
"159","Downstream signaling of activated FGFR3_Homo sapiens_R-HSA-5654708","2/329",0.699141384309046,0.877394350864951,0.866948745806252,0.999919829972594,-0.400213470947711,0.143237318007135,"APBB1IP;CD86"
"160","Transport of inorganic cations/anions and amino acids/oligopeptides_Homo sapiens_R-HSA-425393","1/99",0.519120794724625,0.757156671330063,0.653193623096867,0.966855907455263,-0.215269991122344,0.141135026941693,"SLC15A3"
"161","Developmental Biology_Homo sapiens_R-HSA-1266738","5/786",0.69006301158413,0.877394350864951,0.926060018891435,0.999919829972594,-0.378448539629196,0.140393949559027,"APBB1IP;PTPRC;TYROBP;MSN;TREM2"
"162","Downstream signaling of activated FGFR4_Homo sapiens_R-HSA-5654716","2/329",0.699141384309046,0.877394350864951,0.866948745806252,0.999919829972594,-0.390204997003441,0.139655262256421,"APBB1IP;CD86"
"163","trans-Golgi Network Vesicle Budding_Homo sapiens_R-HSA-199992","1/70",0.403869855333407,0.686119811049368,0.527947338501977,0.907219851793627,-0.153839430589041,0.139480457071679,"CTSZ"
"164","Regulation of PLK1 Activity at G2/M Transition_Homo sapiens_R-HSA-2565942","1/87",0.47439251767322,0.738767514501526,0.605952944412268,0.960138718446599,-0.18586908243426,0.138606329998178,"SFI1"
"165","Metabolism of water-soluble vitamins and cofactors_Homo sapiens_R-HSA-196849","1/98",0.515542498429197,0.755623563874166,0.649480911130356,0.966143245910331,-0.204791218682806,0.13568146019474,"MTHFD1L"
"166","Glycerophospholipid biosynthesis_Homo sapiens_R-HSA-1483206","1/102",0.52969893826995,0.768834866712209,0.664099875726705,0.978156959814211,-0.213317312753615,0.135551734410021,"PLD4"
"167","Downstream signaling of activated FGFR1_Homo sapiens_R-HSA-5654687","2/332",0.703892946818764,0.877394350864951,0.870291558213562,0.999919829972594,-0.382409487857229,0.134275060513031,"APBB1IP;CD86"
"168","Apoptotic execution  phase_Homo sapiens_R-HSA-75153","1/51",0.313883055188717,0.597777283448576,0.422588809231927,0.831276670791751,-0.115454007513718,0.133780576092018,"VIM"
"169","Signaling by FGFR3_Homo sapiens_R-HSA-5654741","2/333",0.705462987202275,0.877394350864951,0.871388779509384,0.999919829972594,-0.377464964272356,0.131697893036209,"APBB1IP;CD86"
"170","Signaling by FGFR4_Homo sapiens_R-HSA-5654743","2/332",0.703892946818764,0.877394350864951,0.870291558213562,0.999919829972594,-0.372437714439178,0.130773681698835,"APBB1IP;CD86"
"171","FGFR1 mutant receptor activation_Homo sapiens_R-HSA-1839124","1/31",0.204563137916153,0.474142466952943,0.286514891728238,0.715711542796794,-0.079381488926366,0.125968786671006,"STAT1"
"172","Signaling by FGFR1_Homo sapiens_R-HSA-5654736","2/336",0.71013188263986,0.877394350864951,0.87463005183477,0.999919829972594,-0.350080305114354,0.119834090407847,"APBB1IP;CD86"
"173","DNA Double-Strand Break Repair_Homo sapiens_R-HSA-5693532","1/145",0.658213780343104,0.870822656294637,0.787776646652285,0.999919829972594,-0.271478095142529,0.113539063786282,"EYA4"
"174","Striated Muscle Contraction_Homo sapiens_R-HSA-390522","1/34",0.222001618125074,0.488077086907333,0.308785247561159,0.715711542796794,-0.0747919142697412,0.112567111904739,"VIM"
"175","ECM proteoglycans_Homo sapiens_R-HSA-3000178","1/55",0.33388551349493,0.612464837637938,0.446547105072032,0.855881951388061,-0.101800012721354,0.111670248641813,"ITGAX"
"176","Role of LAT2/NTAL/LAB on calcium mobilization_Homo sapiens_R-HSA-2730905","1/162",0.698791235192657,0.877394350864951,0.823116522901849,0.999919829972594,-0.307691045491513,0.110277468686507,"CD86"
"177","Detoxification of Reactive Oxygen Species_Homo sapiens_R-HSA-3299685","1/33",0.216231398047606,0.488077086907333,0.301439302663508,0.715711542796794,-0.0716653386599654,0.109748740900272,"CYBB"
"178","Visual phototransduction_Homo sapiens_R-HSA-2187338","1/97",0.511937757961365,0.754036402120434,0.645728875817533,0.965364669347211,-0.162693540924767,0.108931822777149,"APOE"
"179","Metabolism of amino acids and derivatives_Homo sapiens_R-HSA-71291","2/335",0.708582439528149,0.877394350864951,0.873557972536398,0.999919829972594,-0.313988022982762,0.108165378848602,"ASPG;NAALAD2"
"180","Signaling by EGFR_Homo sapiens_R-HSA-177929","2/355",0.738291591094614,0.897354413566218,0.893487407751273,0.999919829972594,-0.328760764489593,0.0997514150305542,"APBB1IP;CD86"
"181","ER to Golgi Anterograde Transport_Homo sapiens_R-HSA-199977","1/131",0.620754745376786,0.836061571475941,0.753495122256914,0.999919829972594,-0.207755118349306,0.0990616314124677,"CTSZ"
"182","Metabolism of lipids and lipoproteins_Homo sapiens_R-HSA-556833","4/659",0.717951273471075,0.883405064888277,0.924252806063639,0.999919829972594,-0.2970688821697,0.0984348365687991,"HPGDS;PLD4;APOE;PIK3CG"
"183","Signaling by FGFR2_Homo sapiens_R-HSA-5654738","2/361",0.746690152525986,0.90064116508944,0.89887875089995,0.999919829972594,-0.304502925402257,0.0889468175911141,"APBB1IP;CD86"
"184","Signaling by FGFR_Homo sapiens_R-HSA-190236","2/366",0.753512767999567,0.90064116508944,0.903178507916595,0.999919829972594,-0.292299839978893,0.0827235778190991,"APBB1IP;CD86"
"185","Retinoid metabolism and transport_Homo sapiens_R-HSA-975634","1/42",0.266669847562793,0.538745165008616,0.364865940202843,0.752378731866552,-0.0610396217607735,0.0806787484343452,"APOE"
"186","Lipoprotein metabolism_Homo sapiens_R-HSA-174824","1/34",0.222001618125074,0.488077086907333,0.308785247561159,0.715711542796794,-0.0518949257695259,0.0781055274948315,"APOE"
"187","Platelet Aggregation (Plug Formation)_Homo sapiens_R-HSA-76009","1/37",0.23906033593875,0.508016798239154,0.330367558626329,0.725146453550101,-0.0537241736016322,0.0768814041753176,"APBB1IP"
"188","Transport to the Golgi and subsequent modification_Homo sapiens_R-HSA-948021","1/162",0.698791235192657,0.877394350864951,0.823116522901849,0.999919829972594,-0.205326390155792,0.073589644198935,"CTSZ"
"189","NGF signalling via TRKA from the plasma membrane_Homo sapiens_R-HSA-187037","2/374",0.764101974473667,0.901875997838374,0.909708748135329,0.999919829972594,-0.26851637369165,0.0722454109269624,"APBB1IP;CD86"
"190","Lysosome Vesicle Biogenesis_Homo sapiens_R-HSA-432720","1/35",0.227729643879156,0.497015792115821,0.316054748440213,0.721134485464728,-0.0437912588105482,0.0647933768919014,"CTSZ"
"191","Apoptosis_Homo sapiens_R-HSA-109581","1/163",0.701023198514861,0.877394350864951,0.825003544825007,0.999919829972594,-0.177813744501738,0.0631619846121476,"VIM"
"192","Mitotic G2-G2/M phases_Homo sapiens_R-HSA-453274","1/175",0.726559163851899,0.886698734660073,0.846151945584652,0.999919829972594,-0.187683990317094,0.0599529034757457,"SFI1"
"193","G2/M Transition_Homo sapiens_R-HSA-69275","1/173",0.722458863717858,0.885308197752621,0.842811724050895,0.999919829972594,-0.178850310281988,0.0581433052513959,"SFI1"
"194","Programmed Cell Death_Homo sapiens_R-HSA-5357801","1/166",0.707621004633813,0.877394350864951,0.830545912502195,0.999919829972594,-0.163414820051086,0.0565164652650028,"VIM"
"195","Downstream signaling events of B Cell Receptor (BCR)_Homo sapiens_R-HSA-1168372","1/192",0.759068808035247,0.90064116508944,0.871850318148564,0.999919829972594,-0.204627094958314,0.0564080880857423,"CD86"
"196","Metabolism_Homo sapiens_R-HSA-1430728","12/1908",0.755645123576899,0.90064116508944,0.989000552894954,0.999919829972594,-0.183826880973055,0.0515052453514786,"SULT1C2;HPGDS;MTHFD1L;ASPG;PLCG2;PLD4;NAALAD2;MAN2B1;APOE;CYP2E1;IP6K3;PIK3CG"
"197","Collagen degradation_Homo sapiens_R-HSA-1442490","1/39",0.250225899358661,0.508962883729521,0.344383934461921,0.725146453550101,-0.0278149586219754,0.0385345981156308,"MMP12"
"198","Glutathione conjugation_Homo sapiens_R-HSA-156590","1/38",0.244663608516516,0.508016798239154,0.33741241819547,0.725146453550101,-0.0209556927740634,0.0295029129454816,"HPGDS"
"199","G alpha (q) signalling events_Homo sapiens_R-HSA-416476","1/191",0.757267522100169,0.90064116508944,0.870463890680391,0.999919829972594,-0.104274304685485,0.0289922910984005,"BDKRB2"
"200","Gastrin-CREB signalling pathway via PKC and MAPK_Homo sapiens_R-HSA-881907","2/432",0.829727648683913,0.912884268514098,0.946143996698505,0.999919829972594,-0.150340650144594,0.0280622499182861,"APBB1IP;BDKRB2"
"201","HIV Infection_Homo sapiens_R-HSA-162906","1/222",0.807349152088942,0.912884268514098,0.907259096608609,0.999919829972594,-0.113233950205514,0.0242319577598156,"DOCK2"
"202","GRB2 events in EGFR signaling_Homo sapiens_R-HSA-179812","1/235",0.825160824211272,0.912884268514098,0.919413460559908,0.999919829972594,-0.110082047101957,0.0211552346165482,"APBB1IP"
"203","Assembly of the primary cilium_Homo sapiens_R-HSA-5617833","1/187",0.749927640746334,0.90064116508944,0.864768201943597,0.999919829972594,-0.0713141137889452,0.020522672696523,"SFI1"
"204","FRS-mediated FGFR1 signaling_Homo sapiens_R-HSA-5654693","1/236",0.826461171277091,0.912884268514098,0.920280276841865,0.999919829972594,-0.10295894483928,0.0196242160703388,"APBB1IP"
"205","RAF/MAP kinase cascade_Homo sapiens_R-HSA-5673001","1/235",0.825160824211272,0.912884268514098,0.919413460559908,0.999919829972594,-0.100527484486817,0.0193190676928483,"APBB1IP"
"206","FRS-mediated FGFR2 signaling_Homo sapiens_R-HSA-5654700","1/236",0.826461171277091,0.912884268514098,0.920280276841865,0.999919829972594,-0.0934531086076223,0.0178123814169195,"APBB1IP"
"207","SHC1 events in EGFR signaling_Homo sapiens_R-HSA-180336","1/235",0.825160824211272,0.912884268514098,0.919413460559908,0.999919829972594,-0.0915702638849787,0.0175976961492344,"APBB1IP"
"208","Muscle contraction_Homo sapiens_R-HSA-397014","1/196",0.766142152009856,0.901875997838374,0.877250714923408,0.999919829972594,-0.0653317363083488,0.0174035611346959,"VIM"
"209","FRS-mediated FGFR3 signaling_Homo sapiens_R-HSA-5654706","1/236",0.826461171277091,0.912884268514098,0.920280276841865,0.999919829972594,-0.084151195963819,0.0160394150770413,"APBB1IP"
"210","SHC1 events in ERBB4 signaling_Homo sapiens_R-HSA-1250347","1/235",0.825160824211272,0.912884268514098,0.919413460559908,0.999919829972594,-0.0808412369308191,0.0155358242237215,"APBB1IP"
"211","ARMS-mediated activation_Homo sapiens_R-HSA-170984","1/239",0.830304858383999,0.912884268514098,0.922825753281487,0.999919829972594,-0.0808507830498374,0.0150352013219227,"APBB1IP"
"212","FRS-mediated FGFR4 signaling_Homo sapiens_R-HSA-5654712","1/236",0.826461171277091,0.912884268514098,0.920280276841865,0.999919829972594,-0.0748125676385515,0.0142594506422687,"APBB1IP"
"213","SOS-mediated signalling_Homo sapiens_R-HSA-112412","1/235",0.825160824211272,0.912884268514098,0.919413460559908,0.999919829972594,-0.0728233353347179,0.0139949681635066,"APBB1IP"
"214","MAPK1/MAPK3 signaling_Homo sapiens_R-HSA-5684996","1/241",0.832820219939063,0.912884268514098,0.924477886508153,0.999919829972594,-0.0748108935271754,0.0136857165262139,"APBB1IP"
"215","Signalling to RAS_Homo sapiens_R-HSA-167044","1/246",0.838947778947766,0.912884268514098,0.92845667750058,0.999919829972594,-0.0762755194607374,0.0133945011470202,"APBB1IP"
"216","Frs2-mediated activation_Homo sapiens_R-HSA-170968","1/240",0.831567202707834,0.912884268514098,0.923656241893661,0.999919829972594,-0.0694363268994347,0.0128070557298315,"APBB1IP"
"217","Prolonged ERK activation events_Homo sapiens_R-HSA-169893","1/242",0.83406397863293,0.912884268514098,0.925290780320156,0.999919829972594,-0.0664912511319559,0.0120645161375214,"APBB1IP"
"218","Signalling to p38 via RIT and RIN_Homo sapiens_R-HSA-187706","1/239",0.830304858383999,0.912884268514098,0.922825753281487,0.999919829972594,-0.0608255273201841,0.0113112577797466,"APBB1IP"
"219","Signaling by Leptin_Homo sapiens_R-HSA-2586552","1/243",0.835298546677461,0.912884268514098,0.926095015540893,0.999919829972594,-0.0591782411524948,0.0106500759100531,"APBB1IP"
"220","VEGFR2 mediated cell proliferation_Homo sapiens_R-HSA-5218921","1/248",0.841335870810176,0.912884268514098,0.929989473756033,0.999919829972594,-0.0535072874324918,0.00924415055505334,"APBB1IP"
"221","Signalling to ERKs_Homo sapiens_R-HSA-187687","1/253",0.847153340288883,0.912884268514098,0.93368075867452,0.999919829972594,-0.0349296555894635,0.00579390637157525,"APBB1IP"
"222","Signalling by NGF_Homo sapiens_R-HSA-166520","2/450",0.846494699671799,0.912884268514098,0.954281371866962,0.999919829972594,-0.00583701153622976,0.00097274578763654,"APBB1IP;CD86"
"223","RHO GTPase Effectors_Homo sapiens_R-HSA-195258","1/255",0.849420560053088,0.912884268514098,0.935102752788763,0.999919829972594,-0.000636028972732291,0.000103800472798348,"CYBB"
"224","NCAM signaling for neurite out-growth_Homo sapiens_R-HSA-375165","1/266",0.861306097509209,0.912884268514098,0.942401013287215,0.999919829972594,0.00115868015932863,-0.000172997116353598,"APBB1IP"
"225","Metabolism of proteins_Homo sapiens_R-HSA-392499","2/1074",0.997268588445444,0.997268588445444,0.999919829972594,0.999919829972594,0.240521635210705,-0.000657862429620207,"PROS1;CTSZ"
"226","Cell Cycle_Homo sapiens_R-HSA-1640170","1/566",0.985531834991204,0.988838988799899,0.997902548937386,0.999919829972594,0.215004117669589,-0.00313343765725637,"SFI1"
"227","MAPK family signaling cascades_Homo sapiens_R-HSA-5683057","1/284",0.878777712956745,0.912884268514098,0.952631252562792,0.999919829972594,0.0278154913563692,-0.00359440957199871,"APBB1IP"
"228","Signaling by GPCR_Homo sapiens_R-HSA-372790","7/1293",0.845143801154392,0.912884268514098,0.987955969422312,0.999919829972594,0.0267970528469764,-0.00450856360353346,"C3;APBB1IP;CX3CR1;C3AR1;BDKRB2;PIK3CG;CXCL16"
"229","Asparagine N-linked glycosylation_Homo sapiens_R-HSA-446203","1/259",0.85385527355089,0.912884268514098,0.937856847383766,0.999919829972594,0.0314809398032117,-0.00497378601814159,"CTSZ"
"230","Metabolism of carbohydrates_Homo sapiens_R-HSA-71387","1/282",0.876949798466848,0.912884268514098,0.951589850897728,0.999919829972594,0.0421437899827493,-0.00553371270473598,"MAN2B1"
"231","IRS-mediated signalling_Homo sapiens_R-HSA-112399","1/284",0.878777712956745,0.912884268514098,0.952631252562792,0.999919829972594,0.0455159987922809,-0.00588172754678281,"APBB1IP"
"232","IGF1R signaling cascade_Homo sapiens_R-HSA-2428924","1/288",0.882353022075499,0.912884268514098,0.954648007306719,0.999919829972594,0.0512729101171984,-0.00641747387768126,"APBB1IP"
"233","Cell Cycle, Mitotic_Homo sapiens_R-HSA-69278","1/462",0.968199886131337,0.97471975068441,0.993298828260886,0.999919829972594,0.204416008340218,-0.00660605471804207,"SFI1"
"234","IRS-related events triggered by IGF1R_Homo sapiens_R-HSA-2428928","1/288",0.882353022075499,0.912884268514098,0.954648007306719,0.999919829972594,0.060090614574889,-0.00752112467278918,"APBB1IP"
"235","Insulin receptor signalling cascade_Homo sapiens_R-HSA-74751","1/287",0.881469136495733,0.912884268514098,0.954151929083822,0.999919829972594,0.0609836109245133,-0.0076940149722192,"APBB1IP"
"236","Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)_Homo sapiens_R-HSA-2404192","1/288",0.882353022075499,0.912884268514098,0.954648007306719,0.999919829972594,0.0697954633049887,-0.00873581315194715,"APBB1IP"
"237","Synthesis of PIPs at the plasma membrane_Homo sapiens_R-HSA-1660499","1/34",0.222001618125074,0.488077086907333,0.308785247561159,0.715711542796794,0.00613782530368008,-0.00923786046335521,"PIK3CG"
"238","Membrane Trafficking_Homo sapiens_R-HSA-199991","1/420",0.956345151480556,0.966037838826642,0.98933062750951,0.999919829972594,0.210476063715612,-0.00939489250240147,"CTSZ"
"239","Cellular responses to stress_Homo sapiens_R-HSA-2262752","1/367",0.934949120092024,0.947626396296661,0.980873943868745,0.999919829972594,0.142277028213417,-0.00957000367800613,"CYBB"
"240","Antigen processing: Ubiquitination & Proteasome degradation_Homo sapiens_R-HSA-983168","1/260",0.854943530288703,0.912884268514098,0.938527101629078,0.999919829972594,0.0640833708717824,-0.0100431368262832,"UBA7"
"241","GPCR downstream signaling_Homo sapiens_R-HSA-388396","5/983",0.854191843480691,0.912884268514098,0.982268366899454,0.999919829972594,0.0666344708013542,-0.0105015572382786,"C3;C3AR1;BDKRB2;PIK3CG;CXCL16"
"242","Signaling by Rho GTPases_Homo sapiens_R-HSA-194315","1/367",0.934949120092024,0.947626396296661,0.980873943868745,0.999919829972594,0.158553409131396,-0.0106648046251839,"CYBB"
"243","Post-translational protein modification_Homo sapiens_R-HSA-597592","2/521",0.89901993152843,0.92573827773535,0.976373084246231,0.999919829972594,0.103887562024986,-0.011058838663098,"PROS1;CTSZ"
"244","Organelle biogenesis and maintenance_Homo sapiens_R-HSA-1852241","1/326",0.911502214809023,0.93335329530102,0.970032126337064,0.999919829972594,0.127667925892343,-0.0118298702384169,"SFI1"
"245","Signaling by Insulin receptor_Homo sapiens_R-HSA-74752","1/311",0.900969360605307,0.92573827773535,0.96469966457304,0.999919829972594,0.120628497590448,-0.0125796256130181,"APBB1IP"
"246","Cargo concentration in the ER_Homo sapiens_R-HSA-5694530","1/33",0.216231398047606,0.488077086907333,0.301439302663508,0.715711542796794,0.00830086380346815,-0.0127119939408616,"CTSZ"
"247","Vesicle-mediated transport_Homo sapiens_R-HSA-5653656","2/492",0.879964103147108,0.912884268514098,0.968981579009554,0.999919829972594,0.109363024508108,-0.0139847053555657,"CTSZ;APOE"
"248","Signal Transduction_Homo sapiens_R-HSA-162582","13/2465",0.926941239565475,0.94592297143371,0.999562156594663,0.999919829972594,0.247543523488872,-0.0187799149472808,"CD86;CX3CR1;STAT1;CYBB;PIK3CG;CXCL16;APBB1IP;C3;GPNMB;C3AR1;BDKRB2;PTPN6;APOE"
"249","Formation of Fibrin Clot (Clotting Cascade)_Homo sapiens_R-HSA-140877","1/39",0.250225899358661,0.508962883729521,0.344383934461921,0.725146453550101,0.028794777298147,-0.0398920302594497,"PROS1"
"250","Apoptotic cleavage of cellular proteins_Homo sapiens_R-HSA-111465","1/37",0.23906033593875,0.508016798239154,0.330367558626329,0.725146453550101,0.0621472957110442,-0.0889352230039442,"VIM"
"251","The role of Nef in HIV-1 replication and disease pathogenesis_Homo sapiens_R-HSA-164952","1/28",0.186736500202482,0.439639476854662,0.263534796922086,0.679283657583652,0.0588373974935449,-0.0987324917607985,"DOCK2"
"252","Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon_Homo sapiens_R-HSA-936964","1/18",0.124399441185253,0.357590964193755,0.181516094867057,0.548362473722972,0.0564865334137001,-0.117732486043624,"IRF7"
"253","Gamma carboxylation, hypusine formation and arylsulfatase activation_Homo sapiens_R-HSA-163841","1/39",0.250225899358661,0.508962883729521,0.344383934461921,0.725146453550101,0.0940711656693654,-0.130325362428329,"PROS1"
"254","Transport of vitamins, nucleosides, and related molecules_Homo sapiens_R-HSA-425397","1/38",0.244663608516516,0.508016798239154,0.33741241819547,0.725146453550101,0.0998588608954856,-0.140588398178888,"APOD"
"255","Amine compound SLC transporters_Homo sapiens_R-HSA-425428","1/30",0.198664473795557,0.464067794256808,0.278934810614966,0.712833404904912,0.110294297401546,-0.178250798440507,"SLC14A1"
"256","CD28 dependent PI3K/Akt signaling_Homo sapiens_R-HSA-389357","1/22",0.149884246435955,0.396596368888057,0.215355210554416,0.601786990240844,0.0990052922439573,-0.187901349456026,"CD86"
